

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:02:57 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,PRES.I-1 (inch) ,RHENC.D-1 (pct) ,
2027,2009-01-11,,   12.10,-99.9,    17.7,    22.3,-99.9,     5.6,-99.9,    14.1,-99.9,    0.00,     7.3,     6.5,     7.6,    11.0,    23.1,    14.4,    14.6,    14.5,    14.6,    16.4,     0.0,     0.1,     0.1,     0.1,     0.1,    5.30,    5.00,    5.50,    7.00,   14.20,   13.35,    3.32,     179,     4.1,      90,   29.68,      64,
2027,2009-01-12,,   12.40,-99.9,     6.8,    19.3,-99.9,     6.8,-99.9,    15.0,-99.9,    0.33,    10.7,     9.5,     7.8,    11.2,    23.3,    12.6,    13.0,    14.4,    15.3,    16.4,     0.1,     0.1,     0.1,     0.1,     0.1,    6.90,    6.30,    5.60,    7.10,   14.30,   13.39,    3.33,     273,     6.5,      78,   29.80,      65,
2027,2009-01-13,,   12.40,-99.9,-99.9,    12.5,-99.9,     1.4,-99.9,     7.1,-99.9,    0.00,     9.9,     8.9,     8.4,    11.2,    23.3,    11.5,    11.9,    12.9,    14.2,    16.4,     0.0,     0.1,     0.1,     0.1,     0.1,    6.50,    6.00,    5.80,    7.10,   14.30,-99.9,    3.32,     148,     4.0,-99.9,-99.9,      65,
2027,2009-01-14,,-99.9,-99.9,     6.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.4,     8.5,     8.6,    11.0,    23.1,    10.0,    10.5,    12.2,    13.8,    16.1,     0.0,     0.1,     0.1,     0.1,     0.1,    6.30,    5.90,    5.90,    7.00,   14.20,   13.49,-99.9,-99.9,-99.9,      71,   29.76,-99.9,
2027,2009-01-15,,   12.40,-99.9,     1.8,    11.8,-99.9,     0.6,-99.9,     5.3,-99.9,    0.00,     8.9,     8.1,     8.3,    10.8,    23.1,     9.0,     9.5,    11.4,    13.2,    15.9,     0.0,     0.1,     0.1,     0.1,     0.1,    6.00,    5.70,    5.80,    6.90,   14.10,   13.53,    3.32,     264,     3.8,      78,   29.92,      64,
2027,2009-01-16,,   12.40,-99.9,     3.2,    13.9,-99.9,    -0.3,-99.9,     6.1,-99.9,    0.00,-99.9,     8.0,     8.2,    11.0,    22.9,     8.9,     9.4,    10.9,    12.5,    15.6,     0.1,     0.1,     0.1,     0.1,     0.1,    5.60,    5.60,    5.80,    7.00,   14.00,   13.51,    3.32,     270,     4.8,      30,   30.14,      64,
2027,2009-01-17,,   12.40,-99.9,    -2.5,     4.6,-99.9,    -2.9,-99.9,     0.4,-99.9,    0.00,     7.7,     7.7,     8.0,    10.8,    22.9,     6.9,     7.5,     9.5,    11.8,    15.3,     0.1,     0.1,     0.1,     0.1,     0.1,    5.50,    5.50,    5.60,    6.90,   14.00,   13.61,    3.32,     174,     6.2,      80,   30.17,      64,
2027,2009-01-18,,   12.40,-99.9,     5.4,     8.9,-99.9,    -3.7,-99.9,     1.8,-99.9,    0.00,     7.6,     7.5,     8.5,    10.9,    23.0,     7.8,     8.2,     9.5,    11.2,    14.8,     0.1,     0.1,     0.1,     0.1,     0.1,    5.50,    5.40,    5.90,    7.00,   14.10,   13.58,    3.32,     135,     2.0,      49,   29.93,      62,
2027,2009-01-19,,   12.90,-99.9,     7.6,    14.8,-99.9,     5.4,-99.9,    10.0,-99.9,    0.51,    12.8,    11.3,    10.7,    10.5,    22.6,     9.3,     9.6,    10.5,    11.5,    14.5,     0.0,     0.1,     0.1,     0.1,     0.1,    7.90,    7.20,    6.90,    6.80,   13.80,   13.48,    3.32,     219,     3.3,      96,   29.52,      63,
2027,2009-01-20,,   12.90,-99.9,     6.0,    14.2,-99.9,     3.0,-99.9,     8.9,-99.9,    0.00,    11.5,    10.6,    12.0,    10.5,    22.8,     9.3,     9.7,    10.5,    11.5,    14.3,     0.0,     0.1,     0.1,     0.1,     0.1,    7.30,    6.80,    7.50,    6.80,   14.00,   13.47,    3.33,     227,     3.5,      65,   29.31,      63,
2027,2009-01-21,,   12.90,-99.9,    -1.1,     6.0,-99.9,    -1.1,-99.9,     2.0,-99.9,    0.00,    10.6,     9.8,    11.5,    10.8,    22.8,     5.8,     6.4,     8.5,    10.9,    14.2,     0.0,     0.1,     0.1,     0.1,     0.1,    6.80,    6.50,    7.30,    6.90,   14.00,   13.60,    3.33,     309,    11.0,      53,   29.75,      64,
2027,2009-01-22,,   12.90,-99.9,    -1.7,     6.8,-99.9,    -4.8,-99.9,    -0.2,-99.9,    0.00,    10.2,     9.3,    11.3,    11.0,    22.7,     5.6,     6.1,     7.9,    10.0,    13.9,     0.0,     0.1,     0.1,     0.1,     0.1,    6.70,    6.20,    7.20,    7.00,   13.80,   13.63,    3.32,     260,     4.4,      82,   29.86,      62,
2027,2009-01-23,,   12.90,-99.9,     4.1,    13.6,-99.9,    -4.1,-99.9,     3.9,-99.9,    0.00,     9.8,     9.2,    11.3,    11.0,    22.9,     6.9,     7.4,     8.6,     9.8,    13.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.50,    6.20,    7.20,    7.00,   14.00,   13.54,    3.32,     176,     1.9,      88,   29.88,      62,
2027,2009-01-24,,   12.90,-99.9,    13.0,    20.7,-99.9,     1.7,-99.9,    11.2,-99.9,    0.00,-99.9,     9.2,    11.1,    10.8,    22.7,    10.3,    10.7,    10.7,    10.4,    13.3,     0.1,     0.1,     0.1,     0.1,     0.1,    6.20,    6.20,    7.10,    6.90,   13.90,   13.41,    3.33,     201,     2.7,      85,   29.80,      62,
2027,2009-01-25,,   13.00,-99.9,    14.1,    18.1,-99.9,    11.6,-99.9,    14.9,-99.9,    0.08,     9.9,     9.3,    10.8,    11.1,    22.8,    12.4,    12.6,    12.1,    11.5,    13.3,     0.1,     0.1,     0.1,     0.1,     0.1,    6.50,    6.20,    6.90,    7.10,   13.90,   13.35,    3.33,     230,     2.5,      96,   29.78,      63,
2027,2009-01-26,,   13.00,-99.9,    12.8,    14.1,-99.9,    10.0,-99.9,    12.3,-99.9,    0.00,    10.0,     9.3,    10.8,    11.0,    22.7,    12.1,    12.3,    12.3,    12.1,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    6.60,    6.20,    6.90,    7.00,   13.90,   13.42,    3.33,      99,     2.2,      93,   29.84,      64,
2027,2009-01-27,,   13.00,-99.9,    13.6,    21.9,-99.9,    12.7,-99.9,    16.0,-99.9,    0.00,     9.6,     9.4,    10.3,    10.9,    22.7,    13.5,    13.7,    13.8,    13.0,    13.7,     0.1,     0.1,     0.1,     0.1,     0.1,    6.40,    6.30,    6.70,    7.00,   13.90,   13.36,    3.33,     180,     2.9,      97,   29.95,      62,
2027,2009-01-28,,   13.00,-99.9,    16.5,    23.1,-99.9,    13.2,-99.9,    16.8,-99.9,    0.00,     9.7,     9.0,    10.7,    11.0,    22.9,    15.2,    15.5,    15.1,    13.8,    14.1,     0.0,     0.1,     0.1,     0.1,     0.1,    6.40,    6.10,    6.90,    7.00,   14.00,   13.33,    3.33,     133,     4.2,      93,   29.76,      63,
2027,2009-01-29,,   13.20,-99.9,    13.4,    22.2,-99.9,    13.3,-99.9,    17.1,-99.9,    0.17,    11.0,    10.1,    10.8,    11.3,    23.0,    14.9,    15.2,    15.2,    14.5,    14.4,     0.1,     0.1,     0.1,     0.1,     0.1,    7.00,    6.60,    7.00,    7.20,   14.10,   13.35,    3.33,     232,     4.9,      92,   29.63,      64,
2027,2009-01-30,,   13.20,-99.9,     5.6,    15.3,-99.9,     5.5,-99.9,    11.1,-99.9,    0.02,    10.3,     9.6,    11.0,    11.3,    23.0,    12.1,    12.7,    14.0,    14.4,    14.8,     0.1,     0.1,     0.1,     0.1,     0.1,    6.70,    6.40,    7.00,    7.20,   14.10,   13.45,    3.32,     293,     4.5,      85,   29.71,      64,
2027,2009-01-31,,   13.20,-99.9,     2.1,    12.5,-99.9,     2.1,-99.9,     7.7,-99.9,    0.00,    10.0,     9.2,    10.8,    11.1,    22.7,    10.0,    10.5,    12.1,    13.5,    14.9,     0.0,     0.1,     0.1,     0.1,     0.1,    6.50,    6.20,    6.90,    7.10,   13.90,   13.51,    3.32,     313,     7.6,      69,   29.88,      64,
2027,2009-02-01,,   13.20,-99.9,     2.5,    15.3,-99.9,    -0.9,-99.9,     6.0,-99.9,    0.00,     9.3,     9.0,    10.2,    11.1,    22.7,     9.9,    10.4,    11.8,    12.7,    14.7,     0.1,     0.1,     0.1,     0.1,     0.1,    6.20,    6.10,    6.70,    7.10,   13.80,   13.51,    3.32,     184,     1.4,      91,   29.88,      63,
2027,2009-02-02,,   13.20,-99.9,     8.0,    17.2,-99.9,     1.4,-99.9,     9.3,-99.9,    0.00,     8.7,     8.7,    10.0,    11.3,    22.8,    11.0,    11.4,    12.1,    12.5,    14.5,     0.1,     0.1,     0.1,     0.1,     0.1,    6.00,    6.00,    6.60,    7.20,   13.90,   13.46,    3.32,     172,     2.5,      88,   29.75,      63,
2027,2009-02-03,,   13.20,-99.9,     6.0,    15.0,-99.9,     5.8,-99.9,    10.3,-99.9,    0.00,     8.7,     8.5,    10.0,    11.3,    22.8,    11.5,    11.8,    12.1,    12.5,    14.4,     0.1,     0.1,     0.1,     0.1,     0.1,    6.00,    5.90,    6.60,    7.20,   14.00,   13.46,    3.32,     166,     3.7,      73,   29.61,      64,
2027,2009-02-04,,   13.20,-99.9,     6.5,    12.0,-99.9,     0.9,-99.9,     6.1,-99.9,    0.00,     8.4,     8.2,     9.9,    11.2,    22.8,     9.3,     9.8,    11.1,    12.2,    14.3,     0.1,     0.1,     0.1,     0.1,     0.1,    5.80,    5.80,    6.50,    7.10,   13.90,   13.54,    3.32,     284,     7.6,      56,   29.71,      63,
2027,2009-02-05,,   13.20,-99.9,    -1.1,     7.1,-99.9,    -4.2,-99.9,     0.6,-99.9,    0.00,     7.9,     8.1,     9.6,    11.3,    22.7,     6.8,     7.4,     9.2,    11.3,    14.1,     0.1,     0.1,     0.1,     0.1,     0.1,    5.60,    5.70,    6.40,    7.20,   13.90,   13.64,    3.32,     316,    10.9,      45,   30.14,      64,
2027,2009-02-06,,   13.20,-99.9,    -2.4,     8.0,-99.9,    -4.8,-99.9,     0.3,-99.9,    0.00,     7.7,     7.8,     9.5,    11.2,    22.6,     6.8,     7.3,     9.0,    10.6,    13.8,     0.1,     0.1,     0.1,     0.1,     0.1,    5.50,    5.60,    6.30,    7.10,   13.80,   13.63,    3.32,     250,     4.1,      79,   30.18,      62,
2027,2009-02-07,,   13.20,-99.9,     3.1,    16.4,-99.9,    -3.6,-99.9,     5.6,-99.9,    0.00,     7.4,     7.6,     9.2,    11.0,    22.4,     8.4,     8.9,     9.9,    10.5,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    5.40,    5.50,    6.20,    7.00,   13.70,   13.52,    3.32,     174,     1.4,      73,   30.12,      61,
2027,2009-02-08,,   13.20,-99.9,     6.6,    21.0,-99.9,    -0.7,-99.9,     9.6,-99.9,    0.00,     6.7,     7.4,     8.9,    11.3,    22.5,     9.7,    10.3,    11.0,    11.0,    13.3,     0.1,     0.1,     0.1,     0.1,     0.1,    5.10,    5.40,    6.00,    7.20,   13.70,   13.45,    3.32,     162,     1.6,      71,   30.08,      61,
2027,2009-02-09,,   13.20,-99.9,    10.5,    22.2,-99.9,     2.4,-99.9,    12.1,-99.9,    0.00,     6.6,     7.2,     8.6,    10.9,    22.5,    11.4,    11.8,    12.1,    11.6,    13.3,     0.1,     0.1,     0.1,     0.1,     0.1,    5.00,    5.30,    5.90,    7.00,   13.70,   13.39,    3.32,     182,     1.6,      84,   29.96,      61,
2027,2009-02-10,,   13.20,-99.9,     9.9,    22.9,-99.9,     5.4,-99.9,    13.7,-99.9,    0.00,     5.8,     6.8,     8.4,    10.9,    22.5,    12.1,    12.6,    12.9,    12.2,    13.4,     0.1,     0.1,     0.1,     0.1,     0.1,    4.70,    5.10,    5.80,    7.00,   13.70,   13.38,    3.32,     140,     2.1,      85,   29.92,      61,
2027,2009-02-11,,   13.20,-99.9,    10.4,    23.1,-99.9,     6.3,-99.9,    14.3,-99.9,    0.00,     6.0,     6.6,     7.9,    10.7,    22.5,    12.9,    13.3,    13.5,    12.7,    13.6,     0.1,     0.1,     0.1,     0.1,     0.1,    4.80,    5.00,    5.60,    6.90,   13.70,   13.37,    3.33,     144,     3.2,      87,   29.80,      62,
2027,2009-02-12,,   13.20,-99.9,    20.7,    24.7,-99.9,    10.1,-99.9,    18.6,-99.9,    0.00,     5.0,     6.5,     7.8,    10.9,    22.5,    15.4,    15.6,    14.7,    13.3,    13.7,     0.1,     0.1,     0.1,     0.1,     0.1,    4.40,    5.00,    5.60,    7.00,   13.70,   13.27,    3.33,     177,     6.8,      84,   29.70,      61,
2027,2009-02-13,,   13.20,-99.9,     7.4,    23.1,-99.9,     7.4,-99.9,    16.6,-99.9,    0.00,     5.0,     5.9,     7.7,    10.7,    22.6,    13.4,    14.0,    14.7,    14.0,    14.1,     0.1,     0.1,     0.1,     0.1,     0.1,    4.40,    4.80,    5.50,    6.90,   13.80,   13.35,    3.32,     257,     3.9,      76,   29.81,      61,
2027,2009-02-14,,   13.20,-99.9,    12.0,    22.2,-99.9,     3.0,-99.9,    13.2,-99.9,    0.03,     4.5,     5.8,     7.3,    10.8,    22.4,    14.4,    14.7,    14.6,    13.8,    14.3,     0.1,     0.1,     0.1,     0.1,     0.1,    4.20,    4.70,    5.30,    6.90,   13.70,   13.37,    3.32,     127,     2.0,      90,   29.74,      61,
2027,2009-02-15,,   13.70,-99.9,    13.8,    17.3,-99.9,    11.1,-99.9,    13.8,-99.9,    0.51,    11.7,    10.4,     7.9,    11.0,    22.4,    14.0,    14.3,    14.2,    13.8,    14.4,     0.1,     0.1,     0.1,     0.1,     0.1,    7.40,    6.70,    5.60,    7.00,   13.70,   13.38,    3.33,     223,     4.1,      97,   29.63,      62,
2027,2009-02-16,,   13.70,-99.9,    10.0,    17.1,-99.9,    10.0,-99.9,    13.6,-99.9,    0.01,    11.1,    10.1,     9.7,    11.0,    22.3,    13.5,    14.0,    14.4,    14.1,    14.5,     0.1,     0.1,     0.1,     0.1,     0.1,    7.10,    6.60,    6.40,    7.00,   13.60,   13.40,    3.33,     191,     2.0,      95,   29.70,      62,
2027,2009-02-17,,   13.70,-99.9,     3.2,    15.3,-99.9,     3.0,-99.9,     9.5,-99.9,    0.00,    10.1,     9.6,     9.9,    11.0,    22.5,    11.2,    11.8,    13.2,    13.8,    14.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.60,    6.30,    6.50,    7.00,   13.70,   13.47,    3.32,     215,     5.9,      92,   29.91,      62,
2027,2009-02-18,,   13.70,-99.9,    11.8,    17.1,-99.9,     0.1,-99.9,     9.5,-99.9,    0.00,     9.9,     9.2,    10.0,    10.9,    22.4,    12.9,    13.2,    13.2,    13.2,    14.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.50,    6.20,    6.50,    7.00,   13.70,   13.46,    3.33,     136,     2.1,      74,   29.77,      61,
2027,2009-02-19,,   13.90,-99.9,    20.2,    21.2,-99.9,     9.7,-99.9,    15.8,-99.9,    0.18,    12.0,    10.1,     9.6,    11.2,    22.4,    14.8,    14.8,    14.0,    13.3,    14.4,     0.1,     0.1,     0.1,     0.1,     0.1,    7.50,    6.60,    6.30,    7.10,   13.70,   13.36,    3.33,     189,     5.0,      91,   29.39,      61,
2027,2009-02-20,,   13.90,-99.9,     6.8,    20.6,-99.9,     6.8,-99.9,    15.9,-99.9,    0.01,    10.6,     9.7,    10.0,    11.1,    22.4,    12.4,    13.1,    14.4,    14.4,    14.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.80,    6.40,    6.60,    7.10,   13.70,   13.40,    3.32,     293,     9.1,      39,   29.74,      61,
2027,2009-02-21,,   13.90,-99.9,    -0.2,    11.5,-99.9,    -0.2,-99.9,     5.3,-99.9,    0.00,     9.6,     9.1,    10.0,    11.0,    22.5,    10.1,    10.7,    12.4,    13.4,    14.7,     0.1,     0.1,     0.1,     0.1,     0.1,    6.40,    6.20,    6.50,    7.00,   13.70,   13.54,    3.32,     261,     5.9,      87,   29.88,      62,
2027,2009-02-22,,   13.90,-99.9,     3.9,    15.4,-99.9,    -2.5,-99.9,     6.1,-99.9,    0.00,     8.8,     8.8,     9.8,    11.1,    22.3,    10.5,    10.9,    12.0,    12.7,    14.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.00,    6.00,    6.50,    7.10,   13.60,   13.50,    3.32,     135,     2.6,      78,   29.82,      61,
2027,2009-02-23,,   13.90,-99.9,     5.6,    13.9,-99.9,     3.4,-99.9,     9.5,-99.9,    0.00,     8.7,     8.5,     9.5,    10.9,    22.4,    10.3,    10.9,    12.0,    12.7,    14.4,     0.1,     0.1,     0.1,     0.1,     0.1,    6.00,    5.90,    6.30,    7.00,   13.70,   13.49,    3.32,     261,     6.2,      41,   30.02,      61,
2027,2009-02-24,,   13.90,-99.9,     0.6,    13.2,-99.9,    -0.7,-99.9,     5.4,-99.9,    0.00,     8.0,     8.2,     9.3,    10.9,    22.2,     9.9,    10.5,    11.8,    12.4,    14.2,     0.1,     0.1,     0.1,     0.1,     0.1,    5.60,    5.70,    6.20,    7.00,   13.50,   13.53,    3.32,     144,     4.7,      84,   30.00,      60,
2027,2009-02-25,,   13.90,-99.9,     9.4,    16.1,-99.9,     0.6,-99.9,     8.4,-99.9,    0.00,     7.7,     7.8,     9.0,    11.2,    22.4,    11.0,    11.2,    11.9,    12.2,    14.0,     0.1,     0.1,     0.1,     0.1,     0.1,    5.50,    5.60,    6.10,    7.10,   13.70,   13.49,    3.32,      85,     4.0,      73,   29.97,      60,
2027,2009-02-26,,   13.90,-99.9,    12.9,    20.6,-99.9,     5.6,-99.9,    13.2,-99.9,    0.00,     7.3,     7.5,     8.6,    11.1,    22.3,    13.1,    13.4,    13.3,    12.7,    14.0,     0.1,     0.1,     0.1,     0.1,     0.1,    5.30,    5.40,    5.90,    7.10,   13.60,   13.40,    3.32,     117,     5.6,      77,   29.95,      59,
2027,2009-02-27,,   13.90,-99.9,    16.3,    22.9,-99.9,     9.3,-99.9,    16.2,-99.9,    0.00,     5.8,     7.0,     8.3,    10.9,    22.2,    14.4,    14.7,    14.5,    13.4,    14.1,     0.1,     0.1,     0.1,     0.1,     0.1,    4.70,    5.20,    5.80,    7.00,   13.60,   13.35,    3.33,     143,     4.8,      65,   29.84,      59,
2027,2009-02-28,,   13.90,-99.9,    15.4,    24.2,-99.9,    13.2,-99.9,    17.8,-99.9,    0.00,     4.9,     6.7,     7.9,    10.8,    22.3,    14.9,    15.2,    15.2,    14.1,    14.2,     0.1,     0.1,     0.1,     0.1,     0.1,    4.40,    5.10,    5.60,    6.90,   13.60,   13.33,    3.33,     181,     5.6,      81,   29.63,      60,
2027,2009-03-01,,   15.10,-99.9,    17.4,    24.4,-99.9,    14.6,-99.9,    17.8,-99.9,    1.16,    15.6,    13.4,    13.9,    16.0,    22.2,    15.7,    15.8,    15.4,    14.6,    14.5,     0.1,     0.1,     0.1,     0.1,     0.1,    9.50,    8.30,    8.50,    9.70,   13.50,   13.32,    3.33,     185,     5.6,      97,   29.43,      60,
2027,2009-03-02,,   15.10,-99.9,     4.2,    17.4,-99.9,     3.4,-99.9,     7.2,-99.9,    0.04,    13.1,    12.3,    15.2,    15.9,    23.7,    10.4,    11.0,    12.5,    14.1,    14.8,     0.1,     0.1,     0.1,     0.1,     0.1,    8.10,    7.70,    9.20,    9.60,   14.60,   13.52,    3.32,     278,     9.4,      65,   29.63,      63,
2027,2009-03-03,,   15.10,-99.9,     3.4,    10.4,-99.9,     0.6,-99.9,     5.0,-99.9,    0.00,    12.0,    11.2,    14.3,    15.3,    23.6,    10.3,    10.9,    12.1,    13.0,    14.7,     0.1,     0.1,     0.1,     0.1,     0.2,    7.50,    7.10,    8.70,    9.30,   14.50,   13.57,    3.32,     304,     7.1,      53,   29.86,      60,
2027,2009-03-04,,   15.10,-99.9,     2.8,     9.6,-99.9,    -0.8,-99.9,     3.9,-99.9,    0.00,    11.4,    10.6,    13.6,    14.6,    23.4,     9.5,    10.0,    11.4,    12.4,    14.5,     0.1,     0.1,     0.1,     0.1,     0.2,    7.20,    6.90,    8.30,    8.90,   14.40,   13.58,    3.32,     122,     5.3,      60,   30.02,      61,
2027,2009-03-05,,   15.10,-99.9,     6.8,    13.9,-99.9,    -0.9,-99.9,     5.8,-99.9,    0.00,    10.8,    10.2,    13.2,    14.1,    23.6,    10.0,    10.4,    11.5,    12.0,    14.2,     0.1,     0.1,     0.1,     0.1,     0.1,    6.90,    6.60,    8.10,    8.60,   14.50,   13.53,    3.32,      92,     2.7,      73,   30.04,      60,
