

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:03:15 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-1:-40 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-1:-40 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,RHENC.D-1 (pct) ,LRADT.D-1 (lang) ,
2027,2020-01-28,,   11.69,     8.0,    13.9,     8.0,    10.8,   0.080,    11.6,    11.4,    14.2,    12.0,-99.9,    26.7,    11.7,    10.2,    12.9,    11.8,-99.9,     9.4,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    7.31,    7.25,    8.65,    7.54,-99.9,   16.74,   12.83,    3.22,     296,     2.5,     100,      65,   80.99,
2027,2020-01-29,,   11.70,     4.4,    17.6,     3.0,     9.5,   0.010,    10.6,    11.2,    14.4,    12.2,-99.9,    26.6,    10.9,     9.7,    12.5,    11.6,-99.9,     9.3,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    6.85,    7.14,    8.77,    7.63,-99.9,   16.65,   12.83,    3.21,       4,     2.8,     100,      65,  260.20,
2027,2020-01-30,,   11.92,     8.8,    12.9,     3.8,     8.0,   0.220,    16.3,    13.5,    14.3,    12.1,-99.9,    27.2,    11.2,     9.4,    11.7,    11.1,-99.9,     9.2,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    9.82,    8.31,    8.71,    7.57,-99.9,   17.12,   12.70,    3.20,      49,     3.0,     100,      66,   50.15,
2027,2020-01-31,,   11.92,    11.4,    16.8,     8.8,    11.6,   0.000,    13.1,    12.7,    14.0,    12.2,-99.9,    26.3,    12.3,    10.7,    12.8,    11.5,-99.9,     9.1,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    8.11,    7.89,    8.58,    7.62,-99.9,   16.42,   12.86,    3.22,      55,     4.9,      84,      64,  235.21,
2027,2020-02-01,,   12.68,     7.1,    11.8,     7.1,     8.6,   0.760,    19.4,    16.0,    19.9,    12.1,-99.9,    26.5,    10.8,     9.0,    11.4,    11.0,-99.9,     9.1,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,   11.72,    9.69,   12.03,    7.57,-99.9,   16.62,   12.61,    3.22,      41,     5.2,     100,      66,   22.42,
2027,2020-02-02,,   12.68,     7.8,     9.6,     6.5,     7.5,   0.000,    16.9,    15.1,    18.7,    13.6,-99.9,    27.1,    10.1,     8.3,    11.0,    10.6,-99.9,     8.9,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,   10.18,    9.16,   11.27,    8.34,-99.9,   17.07,   12.63,    3.21,     319,     4.1,     100,      66,   42.48,
2027,2020-02-03,,   12.68,     8.4,    17.3,     4.7,    10.2,   0.000,    15.0,    14.3,    18.3,    13.9,-99.9,    26.6,    10.5,     9.1,    11.7,    10.7,-99.9,     8.7,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    9.11,    8.73,   11.01,    8.50,-99.9,   16.65,   12.87,    3.20,     263,     3.6,      80,      64,  261.32,
2027,2020-02-04,,   12.68,    12.2,    24.2,     4.2,    13.8,   0.000,    13.8,    14.1,    17.8,    13.7,-99.9,    26.4,    12.3,    10.9,    12.9,    11.1,-99.9,     8.6,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    8.47,    8.64,   10.75,    8.39,-99.9,   16.54,   12.85,    3.21,     219,     1.5,      97,      64,  250.51,
2027,2020-02-05,,   12.68,    15.9,    23.3,    10.4,    16.2,   0.000,    13.5,    13.8,    17.4,    13.6,-99.9,    27.1,    14.3,    12.8,    14.2,    11.9,-99.9,     8.6,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    8.31,    8.46,   10.49,    8.33,-99.9,   17.02,   12.84,    3.23,     192,     2.1,     100,      65,  169.32,
2027,2020-02-06,,   13.34,    19.1,    23.9,    13.8,    18.7,   0.660,    22.4,    17.8,    20.9,    13.7,-99.9,    27.4,    16.5,    14.8,    15.8,    12.7,-99.9,     8.8,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,   13.69,   10.71,   12.68,    8.41,-99.9,   17.29,   12.83,    3.24,     170,     3.0,     100,      65,  112.51,
2027,2020-02-07,,   14.21,    16.3,    25.9,    16.3,    21.4,   0.870,    21.6,    17.5,    20.6,    18.7,-99.9,    29.1,    17.2,    15.6,    17.1,    14.1,-99.9,     9.1,     0.0,     0.1,     0.1,     0.1,-99.9,     0.2,   13.11,   10.55,   12.49,   11.25,-99.9,   18.59,   12.82,    3.25,     195,     5.3,     100,      66,   57.73,
2027,2020-02-08,,   14.21,     4.0,    16.3,     3.5,     9.4,   0.000,    15.9,    14.9,    18.6,    15.7,-99.9,    28.4,    12.1,    10.6,    14.0,    13.4,-99.9,     9.5,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    9.64,    9.05,   11.20,    9.51,-99.9,   18.02,   12.79,    3.25,     260,     6.9,     100,      68,  275.71,
2027,2020-02-09,,   14.21,     9.6,    17.1,     1.8,     9.6,   0.000,    14.9,    14.5,    18.5,    14.9,-99.9,    28.0,    12.9,    11.2,    13.5,    12.3,-99.9,     9.5,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    9.04,    8.85,   11.16,    9.08,-99.9,   17.73,   12.81,    3.18,     102,     2.9,      80,      66,  189.52,
2027,2020-02-10,,   14.21,    11.8,    19.2,     5.1,    12.0,   0.000,    14.0,    13.9,    17.8,    14.2,-99.9,    27.8,    13.0,    11.4,    13.7,    12.2,-99.9,     9.3,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    8.56,    8.52,   10.74,    8.66,-99.9,   17.56,   12.85,    3.23,      92,     4.5,      87,      65,  283.97,
2027,2020-02-11,,   14.21,    17.4,    24.7,    10.1,    17.2,   0.000,    12.9,    13.7,    17.4,    14.2,-99.9,    27.5,    15.1,    13.6,    15.1,    12.6,-99.9,     9.3,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    7.99,    8.43,   10.46,    8.67,-99.9,   17.33,   12.86,    3.23,     152,     4.3,     100,      65,  192.37,
2027,2020-02-12,,   14.21,    20.8,    27.0,    16.5,    21.0,   0.000,    12.2,    13.6,    17.4,    14.0,-99.9,    28.0,    17.1,    15.6,    16.6,    13.6,-99.9,     9.4,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    7.61,    8.35,   10.50,    8.57,-99.9,   17.71,   12.87,    3.25,     204,     2.5,     100,      65,  118.42,
2027,2020-02-13,,   14.21,    20.7,    27.0,    17.3,    21.7,   0.000,    12.3,    13.4,    16.6,    13.6,-99.9,    27.7,    18.0,    16.4,    17.6,    14.5,-99.9,     9.6,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    7.66,    8.22,   10.01,    8.33,-99.9,   17.50,   12.86,    3.26,     177,     2.9,     100,      66,  153.51,
2027,2020-02-14,,   14.66,    12.2,    26.0,    12.2,    19.8,   0.450,    19.0,    15.8,    18.6,    13.7,-99.9,    28.1,    16.8,    15.2,    17.4,    15.0,-99.9,    10.0,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,   11.47,    9.58,   11.23,    8.38,-99.9,   17.78,   12.82,    3.26,     246,     4.2,     100,      67,   69.58,
2027,2020-02-15,,   14.68,     8.0,    16.8,     8.0,    11.5,   0.020,    15.5,    14.8,    18.4,    13.5,-99.9,    27.7,    13.8,    12.2,    15.2,    14.2,-99.9,    10.2,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    9.40,    9.00,   11.07,    8.28,-99.9,   17.47,   12.82,    3.24,     358,     7.2,      58,      67,  269.99,
2027,2020-02-16,,   14.68,    11.2,    18.4,     3.3,    10.9,   0.000,    13.8,    14.1,    18.0,    13.7,-99.9,    27.2,    13.7,    12.2,    14.7,    13.3,-99.9,    10.1,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    8.46,    8.60,   10.85,    8.39,-99.9,   17.11,   12.85,    3.21,      63,     4.3,      90,      65,  307.53,
2027,2020-02-17,,   15.61,    10.7,    11.8,     9.7,    10.8,   0.930,    19.4,    16.6,    19.8,    17.0,-99.9,    28.0,    13.2,    11.3,    13.4,    12.6,-99.9,     9.9,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,   11.70,   10.03,   11.96,   10.23,-99.9,   17.76,   12.66,    3.22,      64,     4.2,     100,      67,   25.33,
2027,2020-02-18,,   15.77,    16.6,    18.2,    10.5,    14.4,   0.160,    16.6,    15.6,    19.7,    16.4,-99.9,    28.1,    15.3,    13.6,    15.0,    12.8,-99.9,     9.7,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,   10.01,    9.45,   11.87,    9.88,-99.9,   17.84,   12.89,    3.23,      94,     4.2,     100,      66,  116.79,
2027,2020-02-19,,   15.80,    19.9,    24.1,    15.9,    19.1,   0.030,    16.0,    15.3,    19.1,    15.6,-99.9,    28.7,    17.2,    15.6,    16.8,    13.8,-99.9,     9.7,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    9.67,    9.30,   11.52,    9.43,-99.9,   18.31,   12.88,    3.25,     154,     3.1,     100,      66,  126.28,
2027,2020-02-20,,   15.89,    16.8,    23.8,    16.8,    19.6,   0.090,    15.3,    15.1,    18.6,    15.0,-99.9,    27.9,    18.0,    16.4,    17.8,    14.8,-99.9,     9.9,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    9.30,    9.14,   11.21,    9.10,-99.9,   17.64,   12.85,    3.26,      17,     3.7,     100,      67,  216.75,
2027,2020-02-21,,   16.56,     5.7,    16.8,     5.7,    10.5,   0.670,    19.7,    17.0,    21.0,    17.0,-99.9,    28.4,    13.0,    11.1,    14.3,    14.1,-99.9,    10.2,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,   11.93,   10.27,   12.73,   10.26,-99.9,   18.01,   12.64,    3.25,      52,     7.0,     100,      70,   28.30,
2027,2020-02-22,,   16.56,     2.7,    10.2,     2.7,     6.6,   0.000,    16.4,    15.1,    19.3,    15.7,-99.9,    28.8,    11.2,     9.6,    12.9,    12.6,-99.9,    10.1,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    9.90,    9.18,   11.63,    9.49,-99.9,   18.35,   12.82,    3.20,      23,     8.1,      88,      68,  279.48,
2027,2020-02-23,,   16.56,     2.7,    13.8,    -0.5,     5.9,   0.000,    14.5,    14.3,    18.3,    14.9,-99.9,    28.8,    10.4,     9.2,    12.4,    11.8,-99.9,     9.8,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    8.82,    8.71,   11.05,    9.04,-99.9,   18.33,   12.82,    3.18,      62,     3.3,     100,      67,  339.35,
2027,2020-02-24,,   16.56,    13.0,    18.8,     0.8,    10.2,   0.000,    14.2,    14.1,    17.9,    14.3,-99.9,    28.2,    13.3,    11.8,    13.6,    11.8,-99.9,     9.4,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    8.70,    8.61,   10.79,    8.73,-99.9,   17.91,   12.85,    3.18,      56,     1.7,      60,      65,  266.12,
2027,2020-02-25,,   17.10,    16.5,    22.9,    12.6,    16.9,   0.540,    24.9,    19.0,    17.6,    13.8,-99.9,    27.9,    15.2,    13.6,    15.0,    12.6,-99.9,     9.3,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,   15.42,   11.43,   10.61,    8.44,-99.9,   17.68,   12.86,    3.23,     156,     3.5,     100,      65,  144.33,
2027,2020-02-26,,   17.73,    19.2,    22.1,    16.5,    18.8,   0.630,    17.5,    16.2,    19.3,    16.6,-99.9,    28.8,    16.9,    15.2,    16.2,    13.4,-99.9,     9.3,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,   10.57,    9.79,   11.66,   10.01,-99.9,   18.33,   12.88,    3.25,     187,     3.6,     100,      66,   78.34,
2027,2020-02-27,,   18.31,     8.8,    19.8,     8.8,    15.4,   0.580,    17.5,    16.2,    20.0,    17.0,-99.9,    29.8,    13.9,    12.3,    15.1,    13.8,-99.9,     9.6,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,   10.56,    9.77,   12.12,   10.26,-99.9,   19.14,   12.65,    3.26,     295,     4.5,      69,      68,   38.73,
2027,2020-02-28,,   18.31,     3.1,    11.9,     3.0,     7.1,   0.000,    15.6,    15.0,    18.7,    15.5,-99.9,    30.2,    11.2,     9.9,    13.3,    12.7,-99.9,     9.7,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    9.47,    9.08,   11.27,    9.40,-99.9,   19.50,   12.82,    3.22,     305,     6.6,     100,      67,  348.02,
2027,2020-02-29,,   18.31,    10.4,    15.3,     0.0,     8.0,   0.000,    14.6,    14.3,    18.2,    15.2,-99.9,    30.2,    12.1,    10.6,    13.1,    12.0,-99.9,     9.5,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    8.89,    8.72,   10.99,    9.25,-99.9,   19.46,   12.84,    3.18,     254,     3.4,      68,      66,  343.33,
2027,2020-03-01,,   18.31,     5.3,    17.4,     3.2,    10.3,   0.000,    13.2,    13.8,    17.8,    14.7,-99.9,    29.8,    11.2,    10.1,    12.9,    11.9,-99.9,     9.3,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    8.13,    8.47,   10.76,    8.93,-99.9,   19.13,   12.82,    3.21,     278,     4.9,     100,      66,  337.82,
2027,2020-03-02,,   18.31,     8.1,    19.4,     1.9,    11.0,   0.000,    12.4,    13.4,    17.5,    14.2,-99.9,    30.0,    12.4,    11.3,    13.6,    11.9,-99.9,     9.1,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    7.74,    8.25,   10.53,    8.69,-99.9,   19.34,   12.83,    3.20,     116,     1.9,     100,      65,  293.45,
2027,2020-03-03,,   18.31,    17.8,    23.7,     8.1,    16.4,   0.000,    12.1,    13.0,    17.2,    13.8,-99.9,    29.5,    14.6,    13.1,    14.5,    12.3,-99.9,     9.0,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    7.56,    8.05,   10.35,    8.47,-99.9,   18.91,   12.86,    3.22,     174,     3.9,      81,      64,  179.01,
2027,2020-03-04,,   18.31,    18.8,    26.1,    17.1,    21.1,   0.000,    11.4,    13.0,    17.0,    13.4,-99.9,    29.1,    16.6,    15.2,    16.4,    13.4,-99.9,     9.1,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    7.24,    8.05,   10.26,    8.26,-99.9,   18.58,   12.86,    3.25,     214,     3.4,     100,      65,  137.19,
