

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:03:06 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,PRES.I-1 (inch) ,RHENC.D-1 (pct) ,LRADT.D-1 (lang) ,
2027,2014-01-11,,    4.58,    18.6,    18.6,    11.6,    14.0,    0.00,    12.6,    12.2,    13.8,    13.3,    25.0,    12.8,    12.3,    12.4,     9.9,    11.9,     0.0,     0.1,     0.1,     0.1,     0.1,    7.85,    7.64,    8.46,    8.21,   15.75,   12.78,    3.31,      73,     2.8,      99,-99.9,      46,   80.71,
2027,2014-01-12,,    4.83,    13.0,    22.6,    13.0,    18.9,    0.25,    14.3,    14.2,    17.1,    15.4,    24.6,    11.8,    12.2,    14.6,    12.1,    12.5,     0.1,     0.1,     0.1,     0.1,     0.2,    8.72,    8.70,   10.29,    9.33,   15.21,   12.79,    3.31,     233,     5.4,      52,-99.9,      48,   75.40,
2027,2014-01-13,,    4.83,     4.9,    18.6,     4.7,    10.7,    0.00,    12.4,    12.7,    16.0,    15.8,    25.4,     8.6,     9.2,    12.3,    11.6,    13.0,     0.0,     0.1,     0.1,     0.1,     0.2,    7.72,    7.88,    9.65,    9.56,   15.76,   12.79,    3.31,     334,     2.6,      97,-99.9,      53,  354.43,
2027,2014-01-14,,    4.83,    12.8,    19.8,     4.5,    11.5,    0.00,    15.0,    13.8,    16.5,    15.1,    25.9,    11.8,    11.8,    13.0,    11.1,    13.0,     0.0,     0.0,     0.1,     0.1,     0.1,    9.13,    8.47,    9.98,    9.16,   16.13,   12.78,    3.31,     172,     3.0,      97,-99.9,      52,  263.68,
2027,2014-01-15,,    4.83,     6.2,    17.9,     6.2,    14.0,    0.00,    12.6,    12.8,    15.7,    15.9,    25.4,     9.4,    10.0,    13.0,    11.9,    13.1,     0.0,     0.1,     0.1,     0.1,     0.2,    7.82,    7.93,    9.51,    9.61,   15.79,   12.81,    3.31,     289,     4.4,      98,-99.9,      50,  291.04,
2027,2014-01-16,,    4.83,     4.8,    16.6,     3.1,     8.7,    0.00,    11.5,    12.1,    15.0,    15.0,    25.4,     7.1,     7.7,    11.4,    11.2,    13.2,     0.0,     0.1,     0.1,     0.1,     0.2,    7.26,    7.57,    9.13,    9.09,   15.76,   12.82,    3.31,     301,     4.5,      59,-99.9,      53,  339.72,
2027,2014-01-17,,    4.83,     2.2,     9.1,    -0.8,     3.8,    0.00,    10.6,    11.5,    15.1,    14.2,    25.7,     5.5,     6.0,     9.3,     9.9,    13.1,     0.1,     0.1,     0.1,     0.1,     0.1,    6.82,    7.28,    9.19,    8.69,   16.00,   12.84,    3.31,     312,     4.1,      69,-99.9,      55,  355.22,
2027,2014-01-18,,    4.93,     7.0,    17.1,     0.9,     9.0,    0.10,    10.2,    11.2,    13.4,    14.3,    25.4,     7.1,     7.5,    10.4,     9.7,    12.8,     0.1,     0.1,     0.1,     0.1,     0.1,    6.66,    7.12,    8.24,    8.72,   15.76,   12.83,    3.31,     258,     4.4,      36,-99.9,      50,  322.73,
2027,2014-01-19,,    4.93,     4.4,     9.7,    -0.1,     4.8,    0.00,     9.8,    10.7,    13.7,    13.9,    25.6,     5.3,     5.7,     8.9,     9.2,    12.5,     0.1,     0.1,     0.1,     0.1,     0.1,    6.47,    6.89,    8.41,    8.51,   15.93,   12.84,    3.30,     300,     4.3,      49,-99.9,      52,  364.69,
2027,2014-01-20,,    4.93,     4.1,    16.1,     3.5,     8.9,    0.00,     9.7,    10.6,    13.9,    13.4,    25.2,     7.0,     7.4,    10.2,     9.4,    12.3,     0.0,     0.1,     0.1,     0.1,     0.1,    6.42,    6.83,    8.52,    8.22,   15.61,   12.82,    3.31,     260,     3.4,      91,-99.9,      48,  335.05,
2027,2014-01-21,,    4.93,     8.7,    19.1,     1.3,     9.3,    0.00,     9.7,    10.5,    13.3,    13.4,    24.9,     8.0,     8.4,    10.9,     9.7,    12.2,     0.0,     0.1,     0.1,     0.1,     0.1,    6.40,    6.78,    8.19,    8.24,   15.40,   12.83,    3.31,     249,     2.0,      82,-99.9,      49,  364.91,
2027,2014-01-22,,    4.93,     2.0,    16.9,     2.0,     9.4,    0.00,     9.4,    10.2,    12.6,    13.2,    25.1,     6.3,     6.7,    10.1,     9.6,    12.2,     0.0,     0.1,     0.1,     0.1,     0.1,    6.28,    6.64,    7.82,    8.16,   15.54,   12.82,    3.31,     296,     7.3,      62,-99.9,      50,  212.15,
2027,2014-01-23,,    4.93,    -1.7,     6.6,    -3.1,     0.9,    0.00,     8.7,     9.9,    12.2,    13.1,    24.9,     4.3,     4.8,     8.3,     8.8,    12.1,     0.1,     0.1,     0.1,     0.1,     0.1,    5.98,    6.49,    7.62,    8.09,   15.39,   12.83,    3.31,     329,     6.4,      86,-99.9,      54,  369.13,
2027,2014-01-24,,    4.93,     2.5,     7.9,    -1.9,     2.5,    0.00,     9.1,     9.6,    12.1,    12.9,    24.8,     4.7,     5.1,     8.1,     8.3,    11.8,     0.0,     0.1,     0.1,     0.1,     0.1,    6.13,    6.37,    7.57,    7.99,   15.36,   12.85,    3.30,     341,     3.1,      46,-99.9,      52,  265.39,
2027,2014-01-25,,    5.18,     2.7,     3.6,    -2.5,     1.5,    0.25,     8.9,     9.7,    12.0,    12.3,    25.0,     6.0,     6.1,     8.2,     8.0,    11.6,     0.0,     0.1,     0.1,     0.1,     0.1,    6.05,    6.40,    7.52,    7.66,   15.50,   12.85,    3.30,      37,     6.5,      43,-99.9,      48,  336.53,
2027,2014-01-26,,    5.18,     7.0,    10.6,    -2.4,     5.1,    0.00,     8.1,     9.4,    12.4,    12.4,    24.5,     6.1,     6.3,     8.4,     7.9,    11.3,     0.1,     0.1,     0.1,     0.1,     0.2,    5.70,    6.29,    7.72,    7.72,   15.14,   12.84,    3.31,     264,     3.8,      98,-99.9,      47,  173.39,
2027,2014-01-27,,    5.18,     9.7,    15.0,     1.8,     8.5,    0.00,     8.5,     9.5,    12.5,    12.1,    24.2,     8.5,     8.5,     9.9,     8.4,    11.2,     0.0,     0.1,     0.1,     0.1,     0.2,    5.85,    6.30,    7.77,    7.60,   14.90,   12.83,    3.31,     210,     1.7,      68,-99.9,      47,  226.06,
2027,2014-01-28,,    5.18,    13.0,    21.0,     7.6,    13.8,    0.00,    11.1,     9.9,    12.2,    12.2,    24.7,    11.9,    11.8,    12.4,     9.6,    11.3,     0.0,     0.1,     0.1,     0.1,     0.1,    7.07,    6.49,    7.65,    7.61,   15.30,   12.83,    3.31,     279,     2.8,      98,-99.9,      45,  223.67,
2027,2014-01-29,,    6.16,     1.7,    13.0,     1.4,     5.8,    0.98,    14.1,    13.4,    11.7,    12.0,    24.5,     5.2,     5.4,     8.4,     9.1,    11.6,     0.0,     0.1,     0.1,     0.1,     0.1,    8.64,    8.22,    7.01,    7.52,   15.16,   12.84,    3.31,      31,     6.7,      97,-99.9,      53,   55.42,
2027,2014-01-30,,    6.16,    -0.5,     1.7,    -2.1,    -0.9,    0.00,    11.8,    12.3,    14.2,    12.3,    24.4,     2.7,     2.8,     5.5,     7.3,    11.5,     0.1,     0.1,     0.1,     0.1,     0.2,    7.45,    7.67,    8.69,    7.67,   15.07,   12.88,    3.31,      24,     7.6,      91,-99.9,      59,   74.18,
2027,2014-01-31,,    6.16,    -0.2,     6.4,    -2.8,     1.3,    0.00,    11.5,    11.7,    13.9,    12.1,    24.7,     3.2,     3.5,     6.4,     6.9,    11.0,     0.0,     0.1,     0.1,     0.1,     0.1,    7.28,    7.36,    8.23,    7.56,   15.24,   12.87,    3.31,      62,     4.8,      96,-99.9,      55,  310.65,
2027,2014-02-01,,    6.16,     7.1,    11.3,    -0.2,     4.8,    0.00,    11.0,    11.4,    13.8,    12.3,    24.0,     6.6,     6.5,     8.0,     7.2,    10.7,     0.1,     0.1,     0.1,     0.1,     0.2,    7.02,    7.23,    8.44,    7.67,   14.76,   12.86,    3.30,      70,     2.8,      98,-99.9,      51,  194.83,
2027,2014-02-02,,    6.16,    11.2,    12.7,     7.1,    10.4,    0.00,    12.1,    12.0,    14.7,    12.8,    24.9,    10.0,     9.8,    10.4,     8.3,    10.6,     0.0,     0.0,     0.1,     0.1,     0.1,    7.56,    7.52,    8.92,    7.91,   15.42,   12.83,    3.31,      65,     2.7,     100,-99.9,      49,   89.38,
2027,2014-02-03,,    6.16,    19.8,    24.3,    11.2,    16.8,    0.00,    11.6,    11.7,    14.1,    12.9,    24.6,    14.5,    14.2,    14.2,    10.2,    10.8,     0.0,     0.1,     0.1,     0.1,     0.1,    7.33,    7.39,    8.60,    7.96,   15.17,   12.85,    3.31,     177,     3.7,      95,-99.9,      46,  279.53,
2027,2014-02-04,,    6.25,    17.6,    23.1,     0.0,    19.5,    0.09,    11.7,    11.9,    14.0,    12.4,    24.8,    15.3,    15.0,    15.5,    12.0,    11.4,     0.0,     0.0,     0.1,     0.1,     0.1,    7.37,    7.48,    8.54,    7.75,   15.36,   13.05,    3.04,       4,     3.1,      98,-99.9,      64,  158.80,
2027,2014-02-05,,    6.25,    18.8,    25.7,    17.5,    20.2,    0.00,    10.7,    11.5,    13.2,    12.9,    24.6,    16.4,    16.2,    16.9,    13.1,    12.0,     0.1,     0.1,     0.1,     0.1,     0.2,    6.87,    7.29,    8.14,    7.97,   15.19,   13.04,    3.06,     131,     5.2,      96,-99.9,      56,  258.10,
2027,2014-02-06,,    6.29,     6.6,    22.6,     6.6,    18.0,    0.04,    10.2,    11.2,    13.1,    12.9,    24.5,    11.2,    11.8,    15.7,    13.9,    12.8,     0.1,     0.1,     0.1,     0.1,     0.2,    6.63,    7.12,    8.07,    7.97,   15.11,   13.02,    3.06,     301,     7.3,      76,-99.9,      56,  380.76,
2027,2014-02-07,,    6.34,     5.7,     8.9,     2.2,     5.6,    0.05,    10.3,    10.6,    13.2,    12.4,    24.9,     8.6,     8.9,    11.7,    11.8,    13.1,     0.0,     0.1,     0.1,     0.1,     0.1,    6.68,    6.81,    8.13,    7.74,   15.43,   13.07,    3.07,      21,     7.2,      89,-99.9,      63,  259.12,
2027,2014-02-08,,    6.34,     7.5,    14.2,     2.5,     7.6,    0.00,    10.0,    10.6,    13.5,    12.1,    24.0,     9.2,     9.4,    11.8,    11.1,    12.9,     0.0,     0.1,     0.1,     0.1,     0.2,    6.53,    6.83,    8.30,    7.60,   14.75,   13.06,    3.05,      54,     3.7,      89,-99.9,      57,  426.25,
2027,2014-02-09,,    6.53,     6.6,    16.4,     6.6,    10.3,    0.19,    10.8,    11.2,    13.1,    12.6,    24.9,     9.7,    10.1,    12.8,    11.4,    12.8,     0.1,     0.1,     0.1,     0.1,     0.1,    6.93,    7.11,    8.07,    7.83,   15.43,   13.05,    3.05,      56,     2.5,      98,-99.9,      54,  375.97,
2027,2014-02-10,,    6.53,     7.9,    19.8,     4.4,    11.4,    0.00,    10.1,    10.9,    13.3,    12.3,    24.7,    10.4,    10.8,    13.3,    11.6,    12.7,     0.1,     0.1,     0.1,     0.1,     0.1,    6.61,    6.99,    8.21,    7.67,   15.24,   13.04,    3.07,     251,     1.9,      96,-99.9,      53,  444.71,
2027,2014-02-11,,    6.53,    14.9,    21.5,     7.0,    14.7,    0.00,     9.6,    10.8,    13.5,    12.3,    24.1,    13.9,    13.9,    15.0,    12.0,    12.8,     0.1,     0.1,     0.1,     0.1,     0.2,    6.39,    6.92,    8.28,    7.69,   14.85,   13.05,    3.07,     261,     2.5,      75,-99.9,      51,  436.39,
2027,2014-02-12,,    6.53,     4.8,    14.9,     4.8,     9.8,    0.00,     9.7,    10.4,    12.9,    12.0,    24.2,     9.8,     9.9,    12.6,    11.9,    12.9,     0.0,     0.1,     0.1,     0.1,     0.2,    6.43,    6.72,    8.00,    7.51,   14.89,   13.05,    3.05,      66,     6.1,      95,-99.9,      56,  173.96,
2027,2014-02-13,,    9.37,     1.8,     4.8,     1.6,     3.0,    2.84,    16.3,    15.6,    19.7,    19.7,    26.8,     4.6,     4.8,     7.2,     9.0,    12.8,     0.0,     0.0,     0.1,     0.1,     0.1,    9.86,    9.42,   11.92,   11.90,   16.82,   13.08,    3.05,      85,     8.1,      98,-99.9,      60,   42.32,
2027,2014-02-14,,    9.37,     4.2,    11.9,     1.4,     4.9,    0.00,    12.5,    12.9,    16.4,    16.3,    26.2,     4.8,     5.2,     8.2,     8.4,    12.1,     0.0,     0.1,     0.1,     0.1,     0.2,    7.78,    7.99,    9.91,    9.87,   16.33,   13.08,    3.07,     317,     6.3,      78,-99.9,      59,  316.24,
2027,2014-02-15,,    9.37,    11.3,    16.2,     0.5,     8.8,    0.00,    11.5,    12.2,    16.1,    15.4,    25.6,     8.6,     8.8,    10.4,     8.8,    11.6,     0.1,     0.1,     0.1,     0.1,     0.2,    7.28,    7.61,    9.72,    9.32,   15.96,   13.07,    3.07,     239,     3.0,      87,-99.9,      54,  457.71,
2027,2014-02-16,,    9.42,     3.7,    13.2,     3.5,     9.5,    0.05,    11.4,    11.8,    15.4,    14.1,    25.2,     6.9,     7.4,    10.4,     9.6,    11.6,     0.1,     0.1,     0.1,     0.1,     0.2,    7.24,    7.42,    9.36,    8.63,   15.66,   13.06,    3.07,     314,     6.8,      94,-99.9,      53,  502.63,
2027,2014-02-17,,    9.42,     8.1,    18.7,     1.7,     9.6,    0.00,    11.2,    11.6,    14.4,    14.4,    25.8,     9.0,     9.3,    11.6,     9.8,    11.6,     0.0,     0.1,     0.1,     0.1,     0.1,    7.13,    7.32,    8.76,    8.76,   16.07,   13.06,    3.07,     263,     2.4,      79,-99.9,      53,  499.21,
2027,2014-02-18,,    9.42,    13.1,    22.1,     4.3,    13.4,    0.00,    11.2,    11.2,    13.6,    13.7,    25.2,    11.9,    12.1,    13.5,    10.6,    11.6,     0.0,     0.1,     0.1,     0.1,     0.2,    7.11,    7.13,    8.36,    8.42,   15.67,   13.05,    3.06,     212,     1.9,      82,-99.9,      51,  483.70,
2027,2014-02-19,,    9.46,    17.9,    21.5,    13.1,    16.8,    0.04,    10.4,    11.5,    14.1,    13.3,    25.4,    14.1,    14.0,    14.9,    11.7,    11.8,     0.1,     0.1,     0.1,     0.1,     0.1,    6.76,    7.25,    8.63,    8.20,   15.80,   13.05,    3.06,     201,     1.9,      81,-99.9,      49,  239.63,
2027,2014-02-20,,    9.46,    16.7,    25.3,    10.7,    18.3,    0.00,    10.5,    11.0,    13.0,    13.4,    25.1,    14.2,    14.4,    16.0,    12.7,    12.3,     0.1,     0.1,     0.1,     0.1,     0.1,    6.79,    7.05,    8.02,    8.25,   15.59,   13.05,    3.08,     248,     3.2,      86,-99.9,      50,  489.17,
2027,2014-02-21,,    9.46,    18.3,    27.6,    14.1,    20.0,    0.00,     9.9,    11.0,    12.5,    12.9,    24.9,    15.9,    16.1,    17.5,    13.7,    12.7,     0.1,     0.1,     0.1,     0.1,     0.2,    6.51,    7.02,    7.78,    8.01,   15.41,   13.04,    3.08,     200,     3.8,      92,-99.9,      50,  452.92,
2027,2014-02-22,,   10.32,    10.2,    20.9,    10.2,    17.2,    0.86,    13.9,    13.6,    16.3,    13.9,    25.7,    12.9,    13.4,    16.1,    14.0,    13.2,     0.0,     0.1,     0.1,     0.1,     0.1,    8.54,    8.36,    9.85,    8.52,   15.98,   13.05,    3.08,     253,     4.5,      95,-99.9,      54,  243.05,
2027,2014-02-23,,   10.32,    13.0,    20.9,     7.6,    13.5,    0.00,    12.7,    12.7,    15.4,    14.2,    25.1,    11.9,    12.3,    15.0,    13.3,    13.5,     0.0,     0.1,     0.1,     0.1,     0.2,    7.87,    7.87,    9.34,    8.70,   15.58,   13.05,    3.08,      67,     2.6,      65,-99.9,      55,  459.08,
2027,2014-02-24,,   10.50,    16.7,    16.7,     8.6,    13.6,    0.18,    13.2,    13.4,    15.5,    14.3,    24.7,    14.0,    13.6,    14.3,    12.4,    13.4,     0.1,     0.1,     0.1,     0.1,     0.2,    8.15,    8.26,    9.37,    8.71,   15.26,   13.06,    3.08,     194,     2.0,      98,-99.9,      54,   78.22,
2027,2014-02-25,,   10.53,    15.1,    23.3,    14.0,    17.9,    0.03,    12.2,    12.9,    14.6,    14.6,    25.7,    14.5,    14.7,    16.6,    13.8,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    7.64,    7.98,    8.89,    8.91,   15.99,   13.04,    3.08,     336,     3.3,      71,-99.9,      49,  471.05,
2027,2014-02-26,,   10.53,    14.0,    23.6,     9.1,    16.7,    0.00,    11.8,    12.3,    14.7,    14.2,    25.1,    14.8,    15.0,    16.8,    14.1,    13.7,     0.1,     0.1,     0.1,     0.1,     0.2,    7.44,    7.67,    8.96,    8.66,   15.54,   13.04,    3.09,     357,     2.5,      93,-99.9,      52,  478.23,
2027,2014-02-27,,   10.97,     6.9,    14.4,     6.9,    10.6,    0.44,    13.8,    13.6,    16.0,    13.8,    25.5,     9.5,     9.9,    13.0,    13.0,    13.9,     0.0,     0.1,     0.1,     0.1,     0.1,    8.46,    8.33,    9.69,    8.46,   15.89,   13.05,    3.09,       2,     5.5,      63,-99.9,      57,   60.56,
2027,2014-02-28,,   10.97,     2.5,    12.5,     1.8,     6.5,    0.00,    12.0,    12.6,    15.9,    14.1,    25.1,     7.6,     8.2,    11.8,    11.8,    13.8,     0.1,     0.1,     0.1,     0.1,     0.2,    7.53,    7.85,    9.62,    8.61,   15.58,   13.08,    3.09,     339,     5.6,      97,-99.9,      56,  507.64,
2027,2014-03-01,,   10.97,    10.6,    17.2,    -0.8,     7.6,    0.00,    11.9,    12.2,    14.9,    14.2,    25.2,    10.2,    10.4,    12.7,    11.5,    13.4,     0.1,     0.1,     0.1,     0.1,     0.2,    7.49,    7.61,    9.03,    8.69,   15.66,   13.07,    3.09,      64,     1.9,      56,-99.9,      54,  566.12,
2027,2014-03-02,,   10.97,     8.7,    20.5,     6.7,    12.4,    0.00,    11.4,    11.9,    14.2,    13.5,    24.9,    11.8,    12.2,    14.5,    12.3,    13.2,     0.1,     0.1,     0.1,     0.1,     0.2,    7.20,    7.47,    8.65,    8.30,   15.41,   13.05,    3.09,     107,     2.4,      92,-99.9,      50,  509.81,
2027,2014-03-03,,   10.97,    15.1,    24.2,     6.9,    15.7,    0.00,    10.9,    11.6,    13.5,    13.7,    24.7,    13.7,    14.0,    15.9,    13.0,    13.3,     0.1,     0.1,     0.1,     0.1,     0.2,    6.99,    7.30,    8.30,    8.41,   15.27,   13.05,    3.08,     196,     2.1,      81,-99.9,      50,  540.25,
2027,2014-03-04,,   10.99,     8.0,    22.9,     8.0,    16.3,    0.02,    10.7,    11.6,    12.7,    13.5,    24.6,    11.3,    11.8,    14.9,    13.2,    13.5,     0.1,     0.1,     0.1,     0.1,     0.2,    6.87,    7.31,    7.90,    8.32,   15.21,   13.04,    3.08,     278,     5.2,      83,-99.9,      52,  158.46,
2027,2014-03-05,,   10.99,     5.2,     8.0,     4.9,     5.9,    0.00,    10.4,    11.1,    13.2,    13.5,    25.2,     8.8,     9.0,    11.6,    11.8,    13.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.73,    7.08,    8.15,    8.30,   15.62,   13.08,    3.09,      66,     6.3,      86,-99.9,      60,  105.56,
2027,2014-03-06,,   11.10,     7.8,     8.3,     2.8,     5.7,    0.11,    10.6,    11.2,    13.5,    12.7,    25.1,     9.5,     9.4,    11.1,    10.8,    13.4,     0.1,     0.1,     0.1,     0.1,     0.1,    6.83,    7.13,    8.29,    7.90,   15.54,   13.09,    3.09,      73,     4.7,      97,-99.9,      57,  145.58,
2027,2014-03-07,,   13.01,     3.6,     8.2,     3.5,     6.1,    1.91,    14.7,    14.5,    17.9,    17.7,    26.6,     6.4,     6.6,     9.0,     9.7,    13.0,     0.1,     0.1,     0.1,     0.1,     0.2,    8.95,    8.83,   10.77,   10.67,   16.65,   13.08,    3.09,      71,     7.2,      98,-99.9,      57,   54.01,
2027,2014-03-08,,   13.02,     5.2,    11.2,     3.6,     6.6,    0.01,    13.4,    13.4,    15.8,    16.4,    25.8,     7.0,     7.3,     9.6,     9.3,    12.5,     0.0,     0.1,     0.1,     0.1,     0.2,    8.22,    8.24,    9.58,    9.88,   16.11,   13.09,    3.09,      17,     6.1,      99,-99.9,      56,  162.11,
2027,2014-03-09,,   13.02,     9.8,    20.2,     2.8,    11.2,    0.00,    12.1,    12.8,    15.6,    15.5,    26.3,    10.4,    10.8,    12.7,    10.4,    12.2,     0.1,     0.1,     0.1,     0.1,     0.1,    7.59,    7.93,    9.47,    9.40,   16.45,   13.06,    3.09,     254,     1.8,      97,-99.9,      53,  567.04,
2027,2014-03-10,,   13.02,    13.2,    23.4,     8.6,    15.5,    0.00,    11.7,    12.3,    14.5,    14.8,    25.5,    12.8,    13.1,    14.6,    11.7,    12.3,     0.1,     0.1,     0.1,     0.1,     0.2,    7.36,    7.70,    8.85,    8.97,   15.88,   13.05,    3.09,     278,     2.3,      88,-99.9,      51,  549.25,
2027,2014-03-11,,   13.02,    14.8,    25.4,     9.3,    16.9,    0.00,    11.6,    12.3,    14.3,    14.1,    25.5,    14.0,    14.3,    15.9,    12.7,    12.6,     0.1,     0.1,     0.1,     0.1,     0.2,    7.35,    7.67,    8.72,    8.59,   15.86,   13.05,    3.09,     317,     2.5,      84,-99.9,      51,  562.36,
