

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:03:16 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-1:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-1:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,RHENC.D-1 (pct) ,SRADT.D-1 (MJ/m) ,LRADT.D-1 (lang) ,
2027,2021-01-11,,-99.9,     4.9,     8.8,    -0.4,     4.2,-99.9,    15.1,-99.9,    24.6,    15.9,    31.6,     9.2,-99.9,    10.1,     9.7,     7.7,     0.1,-99.9,    -1.6,     0.1,     0.2,    9.16,-99.9,   15.20,    9.62,   20.59,   12.72,    3.91,     339,     2.6,      99,     100,-99.9,  231.34,
2027,2021-01-12,,-99.9,    10.4,    12.6,     3.9,     8.5,-99.9,    16.7,-99.9,    23.4,    15.6,    30.9,    11.1,-99.9,    11.0,     9.8,     7.5,     0.1,-99.9,    -1.7,     0.1,     0.2,   10.08,-99.9,   14.37,    9.42,   20.07,   12.66,    3.92,      62,     3.1,     100,     100,-99.9,   78.78,
2027,2021-01-13,,-99.9,     7.5,    10.2,     6.8,     8.2,-99.9,    15.4,-99.9,    24.0,    15.3,    30.2,    10.4,-99.9,    10.9,    10.1,     7.4,     0.1,-99.9,    -1.7,     0.1,     0.2,    9.32,-99.9,   14.80,    9.30,   19.45,   12.63,    3.91,     330,     5.9,      85,     100,-99.9,   74.84,
2027,2021-01-14,,-99.9,     3.4,     7.7,     3.3,     5.7,-99.9,    14.8,-99.9,    24.5,    15.2,    29.8,     8.9,-99.9,    10.3,     9.9,     7.4,     0.1,-99.9,    -1.6,     0.1,     0.2,    9.01,-99.9,   15.15,    9.20,   19.11,   12.67,    3.91,     266,     3.1,     100,     100,-99.9,  102.20,
2027,2021-01-15,,-99.9,     7.4,    14.2,     0.0,     6.8,-99.9,    14.4,-99.9,    24.1,    14.8,    29.3,     9.2,-99.9,    10.4,     9.7,     7.3,     0.1,-99.9,    -1.7,     0.1,     0.2,    8.76,-99.9,   14.87,    9.01,   18.77,   12.72,    3.91,     236,     2.0,      93,      99,-99.9,  276.42,
2027,2021-01-16,,-99.9,     7.8,    16.4,     6.2,    10.4,-99.9,    15.5,-99.9,    24.0,    14.7,    28.9,     9.4,-99.9,    10.7,     9.9,     7.1,     0.1,-99.9,    -1.7,     0.1,     0.2,    9.42,-99.9,   14.78,    8.97,   18.46,   12.71,    3.91,     225,     3.0,      44,      99,-99.9,  147.08,
2027,2021-01-17,,-99.9,     0.3,    10.2,     0.3,     4.9,-99.9,    14.6,-99.9,    24.0,    14.6,    28.6,     7.6,-99.9,     9.4,     9.3,     7.1,     0.1,-99.9,    -1.7,     0.1,     0.2,    8.91,-99.9,   14.80,    8.87,   18.18,   12.69,    3.91,     236,     3.7,     100,     100,-99.9,  288.46,
2027,2021-01-18,,-99.9,     5.9,    12.5,    -1.6,     4.9,-99.9,    14.0,-99.9,    23.6,    14.2,    28.3,     8.0,-99.9,     9.4,     8.9,     6.9,     0.1,-99.9,    -1.7,     0.1,     0.2,    8.57,-99.9,   14.50,    8.69,   18.00,   12.70,    3.91,     227,     2.0,      74,     100,-99.9,  264.79,
2027,2021-01-19,,-99.9,     2.2,    14.6,     2.2,     7.5,-99.9,    13.6,-99.9,    23.6,    14.2,    28.0,     8.1,-99.9,     9.6,     9.0,     6.7,     0.1,-99.9,    -1.7,     0.1,     0.2,    8.35,-99.9,   14.50,    8.65,   17.75,   12.70,    3.91,     254,     2.8,      98,     100,-99.9,  290.29,
2027,2021-01-20,,-99.9,     5.7,    17.9,    -0.4,     8.0,-99.9,    13.1,-99.9,    23.3,    14.0,    27.8,     9.2,-99.9,    10.3,     9.1,     6.6,     0.1,-99.9,    -1.7,     0.1,     0.2,    8.11,-99.9,   14.28,    8.58,   17.56,   12.71,    3.92,     152,     1.3,      89,      99,-99.9,  286.11,
2027,2021-01-21,,-99.9,     9.1,    18.3,     5.5,    11.4,-99.9,    13.0,-99.9,    22.9,    13.8,    27.6,    10.7,-99.9,    11.2,     9.6,     6.5,     0.1,-99.9,    -1.7,     0.1,     0.2,    8.02,-99.9,   13.98,    8.47,   17.42,   12.72,    3.92,     283,     2.9,      90,      99,-99.9,  246.43,
2027,2021-01-22,,-99.9,    16.9,    17.8,     8.9,    13.8,-99.9,    12.5,-99.9,    21.4,    13.7,    27.4,    12.9,-99.9,    12.3,    10.1,     6.7,     0.1,-99.9,    -1.8,     0.1,     0.2,    7.78,-99.9,   13.01,    8.41,   17.26,   12.70,    3.92,     233,     3.0,      91,     100,-99.9,   92.82,
2027,2021-01-23,,-99.9,    11.5,    16.6,    11.5,    14.5,-99.9,    17.7,-99.9,    28.3,    14.2,    27.3,    13.2,-99.9,    13.2,    11.0,     6.8,     0.1,-99.9,    -1.4,     0.1,     0.2,   10.64,-99.9,   17.94,    8.65,   17.20,   12.55,    3.92,      22,     2.7,     100,     100,-99.9,   42.98,
2027,2021-01-24,,-99.9,    11.4,    18.0,     5.7,    11.6,-99.9,    16.2,-99.9,    27.1,    15.5,    27.4,    12.3,-99.9,    12.9,    11.1,     7.0,     0.1,-99.9,    -1.4,     0.1,     0.2,    9.76,-99.9,   17.02,    9.41,   17.26,   12.73,    3.92,      43,     2.6,      80,      99,-99.9,  273.46,
2027,2021-01-25,,-99.9,    15.0,    17.4,     8.8,    13.4,-99.9,    15.4,-99.9,    25.8,    15.1,    27.4,    13.6,-99.9,    13.5,    11.2,     7.2,     0.1,-99.9,    -1.5,     0.1,     0.2,    9.32,-99.9,   16.06,    9.18,   17.27,   12.72,    3.92,     109,     3.4,      92,     100,-99.9,  160.34,
2027,2021-01-26,,-99.9,    18.7,    24.6,    13.7,    18.2,-99.9,    14.6,-99.9,    25.2,    15.0,    27.4,    15.8,-99.9,    15.2,    12.2,     7.4,     0.1,-99.9,    -1.5,     0.1,     0.2,    8.90,-99.9,   15.62,    9.08,   17.25,   12.74,    3.92,     167,     3.9,      96,      98,-99.9,  220.73,
2027,2021-01-27,,-99.9,    19.1,    22.4,    18.8,    20.0,-99.9,    14.9,-99.9,    24.7,    14.7,    27.3,    16.9,-99.9,    16.3,    13.1,     7.7,     0.1,-99.9,    -1.5,     0.1,     0.2,    9.08,-99.9,   15.30,    8.96,   17.21,   12.60,    3.92,     201,     2.6,     100,     100,-99.9,   51.95,
2027,2021-01-28,,-99.9,    12.9,    19.0,    11.6,    14.7,-99.9,    17.4,-99.9,    29.4,    18.6,    29.2,    14.6,-99.9,    15.1,    13.2,     8.1,     0.1,-99.9,    -1.3,     0.1,     0.2,   10.51,-99.9,   18.80,   11.22,   18.67,   12.62,    3.92,      42,     4.9,      74,     100,-99.9,   65.06,
2027,2021-01-29,,-99.9,     4.8,    12.4,     4.6,     8.3,-99.9,    15.7,-99.9,    28.4,    16.6,    28.8,    10.9,-99.9,    12.6,    12.1,     8.2,     0.1,-99.9,    -1.4,     0.1,     0.2,    9.52,-99.9,   18.01,   10.03,   18.34,   12.70,    3.91,     332,     9.6,      63,     100,-99.9,  320.69,
2027,2021-01-30,,-99.9,     3.4,    13.0,    -0.4,     5.5,-99.9,    14.8,-99.9,    27.4,    15.7,    28.5,    10.1,-99.9,    11.9,    11.2,     8.0,     0.1,-99.9,    -1.4,     0.1,     0.2,    8.98,-99.9,   17.29,    9.52,   18.08,   12.71,    3.91,       4,     2.4,     100,     100,-99.9,  318.75,
2027,2021-01-31,,-99.9,    10.9,    15.8,     2.1,     8.9,-99.9,    13.9,-99.9,    25.7,    15.2,    28.1,    11.3,-99.9,    12.0,    10.8,     7.8,     0.1,-99.9,    -1.5,     0.1,     0.2,    8.50,-99.9,   16.02,    9.24,   17.80,   12.72,    3.91,     107,     4.6,      84,     100,-99.9,  274.28,
2027,2021-02-01,,-99.9,    14.6,    18.0,    10.3,    14.5,-99.9,    18.0,-99.9,    26.9,    14.8,    27.7,    13.1,-99.9,    13.2,    11.2,     7.6,     0.1,-99.9,    -1.4,     0.1,     0.2,   10.85,-99.9,   16.90,    9.02,   17.53,   12.58,    3.92,     182,     4.7,      98,     100,-99.9,   53.15,
2027,2021-02-02,,-99.9,     4.5,    14.4,     4.5,     7.2,-99.9,    16.2,-99.9,    27.9,    15.3,    27.7,     9.1,-99.9,    10.4,    10.6,     7.6,     0.1,-99.9,    -1.5,     0.1,     0.2,    9.81,-99.9,   17.64,    9.26,   17.49,   12.47,    3.91,     311,    12.3,      67,     100,-99.9,   55.23,
2027,2021-02-03,,-99.9,     4.2,    10.3,     1.0,     5.3,-99.9,    15.0,-99.9,    27.0,    15.1,    27.6,     8.3,-99.9,     9.8,     9.7,     7.4,     0.1,-99.9,    -1.5,     0.1,     0.2,    9.13,-99.9,   17.00,    9.15,   17.40,   12.71,    3.91,     308,    10.9,      53,     100,-99.9,  340.99,
2027,2021-02-04,,-99.9,     1.1,    11.8,    -0.3,     4.5,-99.9,    14.4,-99.9,    26.9,    14.8,    27.5,     8.1,-99.9,     9.8,     9.3,     7.1,     0.1,-99.9,    -1.5,     0.1,     0.2,    8.76,-99.9,   16.88,    9.01,   17.38,   12.70,    3.91,     313,     5.4,      98,     100,-99.9,  345.68,
2027,2021-02-05,,-99.9,    11.6,    16.1,    -1.1,     7.8,-99.9,    13.5,-99.9,    24.6,    14.4,    27.3,    10.6,-99.9,    10.7,     9.3,     6.9,     0.1,-99.9,    -1.7,     0.1,     0.2,    8.28,-99.9,   15.19,    8.80,   17.19,   12.73,    3.92,     160,     2.4,      79,     100,-99.9,  248.88,
2027,2021-02-06,,-99.9,     7.6,    16.1,     7.5,    12.0,-99.9,    18.6,-99.9,    28.1,    14.1,    27.2,    11.2,-99.9,    11.6,    10.1,     6.8,     0.1,-99.9,    -1.4,     0.1,     0.2,   11.22,-99.9,   17.82,    8.64,   17.09,   12.57,    3.91,     218,     3.3,      92,     100,-99.9,   54.91,
2027,2021-02-07,,-99.9,     7.1,     8.4,     6.1,     7.3,-99.9,    19.5,-99.9,    30.6,    18.6,    27.5,    10.0,-99.9,    10.4,     9.7,     6.8,     0.1,-99.9,    -1.3,     0.1,     0.2,   11.75,-99.9,   19.83,   11.19,   17.31,   12.50,    3.91,      61,     4.6,     100,     100,-99.9,   53.10,
2027,2021-02-08,,-99.9,     5.0,    12.7,     4.6,     7.8,-99.9,    16.7,-99.9,    29.3,    17.4,    28.8,     9.3,-99.9,    10.7,     9.7,     6.6,     0.1,-99.9,    -1.4,     0.1,     0.2,   10.09,-99.9,   18.74,   10.49,   18.34,   12.71,    3.91,     358,     4.3,     100,     100,-99.9,  216.65,
2027,2021-02-09,,-99.9,    14.2,    18.4,     3.2,    10.9,-99.9,    14.7,-99.9,    25.8,    15.7,    28.3,    12.3,-99.9,    12.1,     9.9,     6.6,     0.1,-99.9,    -1.5,     0.1,     0.2,    8.96,-99.9,   16.08,    9.50,   17.97,   12.73,    3.92,      99,     4.1,      89,     100,-99.9,  326.20,
2027,2021-02-10,,-99.9,    15.9,    18.5,    12.5,    14.8,-99.9,    17.4,-99.9,    27.0,    17.9,    29.0,    14.1,-99.9,    13.3,    10.7,     6.7,     0.1,-99.9,    -1.5,     0.1,     0.2,   10.46,-99.9,   16.95,   10.80,   18.53,   12.71,    3.92,     116,     3.4,     100,     100,-99.9,   72.22,
2027,2021-02-11,,-99.9,    17.5,    18.5,    15.4,    16.8,-99.9,    15.6,-99.9,    25.0,    16.6,    30.5,    15.6,-99.9,    14.7,    11.7,     7.0,     0.1,-99.9,    -1.5,     0.1,     0.2,    9.43,-99.9,   15.48,   10.03,   19.70,   12.67,    3.92,      68,     1.9,     100,     100,-99.9,   75.43,
2027,2021-02-12,,-99.9,    16.7,    22.3,    16.7,    18.4,-99.9,    14.9,-99.9,    25.5,    15.8,    30.6,    16.1,-99.9,    15.8,    12.7,     7.3,     0.1,-99.9,    -1.5,     0.1,     0.2,    9.06,-99.9,   15.85,    9.57,   19.84,   12.73,    3.92,     189,     1.9,     100,     100,-99.9,  116.69,
2027,2021-02-13,,-99.9,    10.1,    22.4,    10.1,    16.3,-99.9,    15.8,-99.9,    27.5,    15.7,    30.4,    15.4,-99.9,    15.9,    13.3,     7.7,     0.1,-99.9,    -1.3,     0.1,     0.2,    9.58,-99.9,   17.33,    9.50,   19.66,   12.70,    3.92,      37,     3.4,     100,      99,-99.9,  138.52,
2027,2021-02-14,,-99.9,     7.4,    10.1,     7.4,     8.7,-99.9,    18.7,-99.9,    31.0,    18.1,    33.3,    12.3,-99.9,    13.2,    12.3,     7.9,     0.1,-99.9,    -1.3,     0.1,     0.2,   11.29,-99.9,   20.09,   10.90,   22.04,   12.53,    3.91,      50,     5.2,     100,     100,-99.9,   49.28,
2027,2021-02-15,,-99.9,     7.8,     8.9,     6.4,     7.6,-99.9,    17.9,-99.9,    32.2,    26.3,    35.7,    11.2,-99.9,    11.7,    11.1,     7.9,     0.1,-99.9,    -1.3,     0.1,     0.2,   10.80,-99.9,   21.16,   16.42,   24.14,   12.60,    3.92,      47,     5.1,     100,     100,-99.9,   59.20,
2027,2021-02-16,,-99.9,    15.1,    18.4,     7.7,    12.0,-99.9,    20.9,-99.9,    36.2,-99.9,    35.7,    14.2,-99.9,    13.5,    11.2,     7.7,     0.1,-99.9,    -1.1,     0.1,     0.2,   12.68,-99.9,   24.61,   24.87,   24.17,   12.63,    3.92,     112,     5.3,      85,     100,-99.9,   68.40,
2027,2021-02-17,,-99.9,     1.7,    14.6,     1.5,     6.6,-99.9,    18.5,-99.9,    36.0,    36.0,    36.2,    10.2,-99.9,    12.0,    11.3,     7.5,     0.1,-99.9,    -1.1,     0.1,     0.1,   11.17,-99.9,   24.49,   24.49,   24.64,   12.69,    3.91,     285,     6.7,      89,     100,-99.9,  302.12,
2027,2021-02-18,,-99.9,    10.9,    14.3,    -0.6,     6.7,-99.9,    16.3,-99.9,    30.8,    27.8,    36.0,    12.1,-99.9,    12.2,    10.7,     7.5,     0.1,-99.9,    -1.3,     0.1,     0.2,    9.82,-99.9,   19.98,   17.61,   24.41,   12.73,    3.92,      64,     5.3,      93,     100,-99.9,  303.14,
2027,2021-02-19,,-99.9,     7.7,    15.7,     7.7,    11.7,-99.9,    25.0,-99.9,    58.6,    34.0,    36.4,    12.3,-99.9,    12.7,    11.0,     7.3,     0.1,-99.9,    -0.7,     0.1,     0.2,   15.48,-99.9,   49.22,   22.68,   24.82,   12.56,    3.92,      53,     4.8,     100,     100,-99.9,   48.18,
2027,2021-02-20,,-99.9,     4.9,     8.7,     4.9,     7.1,-99.9,    21.5,-99.9,    58.9,    34.1,    36.6,     9.6,-99.9,    11.1,    10.6,     7.2,     0.1,-99.9,    -0.7,     0.1,     0.1,   13.08,-99.9,   49.68,   22.78,   25.00,   12.65,    3.91,     330,     6.4,      83,     100,-99.9,   80.30,
2027,2021-02-21,,-99.9,     2.7,    13.2,     0.0,     6.5,-99.9,    18.6,-99.9,    44.6,    33.6,    36.6,     9.2,-99.9,    10.9,    10.0,     7.1,     0.1,-99.9,    -0.9,     0.1,     0.1,   11.19,-99.9,   32.86,   22.34,   25.04,   12.70,    3.91,       2,     5.1,      99,     100,-99.9,  384.85,
2027,2021-02-22,,-99.9,    10.6,    17.8,     0.7,     9.6,-99.9,    16.2,-99.9,    35.3,    28.4,    36.4,    11.6,-99.9,    11.9,    10.1,     7.0,     0.1,-99.9,    -1.2,     0.1,     0.2,    9.81,-99.9,   23.80,   18.07,   24.85,   12.72,    3.92,     102,     5.9,      84,     100,-99.9,  330.89,
2027,2021-02-23,,-99.9,    11.2,    19.8,    10.0,    13.9,-99.9,    16.1,-99.9,    32.2,    25.7,    36.5,    12.4,-99.9,    12.9,    10.8,     6.9,     0.1,-99.9,    -1.2,     0.1,     0.2,    9.70,-99.9,   21.14,   16.00,   24.93,   12.70,    3.91,     176,     3.3,     100,     100,-99.9,  142.29,
2027,2021-02-24,,-99.9,     8.3,    20.8,     4.7,    12.4,-99.9,    11.2,-99.9,    29.1,    21.5,    35.5,    12.0,-99.9,    13.1,    11.1,     7.0,     0.2,-99.9,    -1.3,     0.1,     0.2,    7.10,-99.9,   18.63,   13.04,   24.03,   12.71,    3.91,     275,     2.3,      96,     100,-99.9,  382.91,
2027,2021-02-25,,-99.9,    11.9,    22.6,     4.7,    13.3,-99.9,     9.6,-99.9,    27.9,    19.2,    35.6,    12.8,-99.9,    13.8,    11.4,     7.1,     0.2,-99.9,    -1.4,     0.1,     0.2,    6.37,-99.9,   17.64,   11.58,   24.10,   12.71,    3.91,     188,     1.6,      69,      99,-99.9,  379.64,
2027,2021-02-26,,-99.9,    13.8,    25.7,     8.8,    16.7,-99.9,     4.0,-99.9,    24.5,    15.7,    34.5,    14.9,-99.9,    15.2,    12.1,     7.3,     0.3,-99.9,    -1.5,     0.2,     0.2,    4.05,-99.9,   15.15,    9.48,   23.10,   12.72,    3.92,     256,     1.9,      97,      99,-99.9,  362.30,
2027,2021-02-27,,-99.9,    16.8,    24.1,    11.4,    18.1,-99.9,     2.0,-99.9,    22.9,    14.1,    34.6,    16.0,-99.9,    16.1,    12.9,     7.5,     0.4,-99.9,    -1.6,     0.2,     0.2,    3.32,-99.9,   14.01,    8.62,   23.16,   12.72,    3.92,     156,     1.8,      98,     100,-99.9,  273.97,
2027,2021-02-28,,-99.9,    16.6,    27.4,    12.4,    19.7,-99.9,     0.0,-99.9,    21.7,    12.5,    34.8,    16.7,-99.9,    16.8,    13.5,     7.9,     0.6,-99.9,    -1.7,     0.2,     0.2,    2.11,-99.9,   13.23,    7.77,   23.36,   12.72,    3.92,     188,     2.0,      98,     100,-99.9,  273.36,
2027,2021-03-01,,-99.9,    19.7,    27.1,    14.8,    20.8,-99.9,     0.0,-99.9,    19.0,    11.4,    34.8,    18.2,-99.9,    17.7,    14.2,     8.5,     1.0,-99.9,    -1.9,     0.2,     0.2,    1.32,-99.9,   11.43,    7.25,   23.39,   12.73,    3.92,     170,     2.5,      97,     100,-99.9,  282.54,
2027,2021-03-02,,-99.9,    14.6,    22.7,    14.6,    18.2,-99.9,    12.3,-99.9,    28.6,    11.5,    32.1,    16.9,-99.9,    16.9,    14.4,     8.6,     0.2,-99.9,    -1.3,     0.2,     0.2,    7.69,-99.9,   18.19,    7.26,   21.04,   12.68,    3.92,     284,     3.9,     100,     100,-99.9,   97.72,
2027,2021-03-03,,-99.9,     8.2,    14.6,     8.2,    10.9,-99.9,    17.2,-99.9,    37.0,    22.3,    34.2,    12.3,-99.9,    13.5,    13.2,     8.7,     0.2,-99.9,    -1.1,     0.1,     0.2,   10.38,-99.9,   25.34,   13.57,   22.88,   12.51,    3.91,      51,     5.1,     100,     100,-99.9,   29.60,
2027,2021-03-04,,-99.9,     8.6,    15.5,     5.9,     9.5,-99.9,    14.5,-99.9,    42.5,    30.7,    34.6,    12.4,-99.9,    13.6,    12.3,     8.5,     0.2,-99.9,    -0.9,     0.1,     0.2,    8.85,-99.9,   30.67,   19.85,   23.20,   12.72,    3.91,     353,     6.5,     100,     100,-99.9,  243.37,
2027,2021-03-05,,-99.9,     8.7,    20.7,     5.2,    12.4,-99.9,    11.2,-99.9,    34.9,    26.5,    34.6,    13.2,-99.9,    14.3,    12.5,     8.4,     0.2,-99.9,    -1.1,     0.1,     0.2,    7.11,-99.9,   23.49,   16.56,   23.23,   12.73,    3.92,     327,     3.0,      99,     100,-99.9,  398.72,
2027,2021-03-06,,-99.9,    12.8,    19.7,     5.9,    13.0,-99.9,     8.5,-99.9,    29.4,    21.9,    34.7,    14.1,-99.9,    14.5,    12.5,     8.4,     0.3,-99.9,    -1.3,     0.1,     0.2,    5.86,-99.9,   18.85,   13.34,   23.31,   12.72,    3.92,      39,     2.4,      60,     100,-99.9,  318.24,
2027,2021-03-07,,-99.9,     6.7,    15.1,     6.7,    11.9,-99.9,     8.4,-99.9,    30.0,    18.9,    35.2,    12.7,-99.9,    13.9,    12.4,     8.3,     0.2,-99.9,    -1.3,     0.1,     0.2,    5.81,-99.9,   19.28,   11.41,   23.72,   12.70,    3.91,      93,     3.7,      93,     100,-99.9,  186.35,
2027,2021-03-08,,-99.9,     5.5,    17.0,     3.2,     9.8,-99.9,     6.3,-99.9,    29.1,    16.5,    35.3,    12.4,-99.9,    13.9,    12.3,     8.2,     0.3,-99.9,    -1.3,     0.2,     0.2,    4.93,-99.9,   18.58,    9.99,   23.85,   12.71,    3.91,      12,     3.2,      86,     100,-99.9,  407.80,
2027,2021-03-09,,-99.9,     9.5,    18.0,     1.3,     9.8,-99.9,     4.8,-99.9,    28.3,    14.8,    35.5,    12.6,-99.9,    14.0,    12.2,     8.2,     0.3,-99.9,    -1.4,     0.2,     0.2,    4.34,-99.9,   18.00,    9.01,   24.04,   12.71,    3.91,      76,     1.6,      54,     100,-99.9,  398.11,
2027,2021-03-10,,-99.9,    12.0,    21.1,     2.1,    12.2,-99.9,     0.0,-99.9,    25.0,    12.9,    35.3,    14.2,-99.9,    14.9,    12.5,     8.2,     0.6,-99.9,    -1.5,     0.2,     0.2,    2.42,-99.9,   15.46,    7.97,   23.83,   12.72,    3.92,     108,     2.1,      79,     100,-99.9,  413.92,
2027,2021-03-11,,-99.9,    15.3,    23.5,     6.3,    16.0,-99.9,     0.0,-99.9,    20.5,    11.4,    35.2,    15.6,-99.9,    15.8,    13.1,     8.4,     1.8,-99.9,    -1.8,     0.2,     0.1,    0.75,-99.9,   12.44,    7.21,   23.76,   12.72,    3.92,     134,     4.0,      72,     100,-99.9,  408.51,
