

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:03:00 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,PRES.I-1 (inch) ,RHENC.D-1 (pct) ,LRADT.D-1 (lang) ,
2027,2011-01-11,,    5.90,-99.9,     1.5,     3.3,-99.9,     0.2,-99.9,     1.4,-99.9,    0.39,    12.9,    11.3,-99.9,    12.5,-99.9,     5.2,     5.4,     7.1,     9.2,-99.9,     0.0,     0.1,    -1.0,     0.1,-99.9,    7.99,    7.19,    9.50,    7.78,-99.9,   13.56,    3.31,      59,     6.3,      99,   29.78,      55,-99.9,
2027,2011-01-12,,    5.90,-99.9,     0.9,     4.0,-99.9,     0.9,-99.9,     2.4,-99.9,    0.00,    11.6,    10.8,-99.9,    12.9,    22.9,     4.8,     5.3,     7.2,     8.8,    12.6,     0.0,     0.1,    -0.9,     0.1,     0.2,    7.34,    6.94,    9.80,    8.00,   14.03,   13.55,    3.31,     240,     5.7,      82,   29.93,      55,-99.9,
2027,2011-01-13,,    5.90,-99.9,-99.9,     4.4,-99.9,    -2.2,-99.9,     0.5,-99.9,    0.00,-99.9,-99.9,-99.9,-99.9,    23.4,-99.9,-99.9,-99.9,-99.9,    12.3,-99.9,-99.9,-99.9,-99.9,     0.1,-99.9,-99.9,-99.9,-99.9,   14.36,-99.9,    3.31,     314,     9.7,-99.9,-99.9,      54,-99.9,
2027,2011-01-14,,    5.90,-99.9,    -3.9,     4.9,-99.9,    -5.0,-99.9,    -1.1,-99.9,    0.00,    10.5,    10.0,-99.9,    12.7,    23.1,     3.3,     3.8,     6.1,     7.9,    12.0,     0.0,     0.1,     0.7,     0.1,     0.1,    6.77,    6.56,   11.91,    7.86,   14.12,   13.63,    3.31,     241,     5.1,      91,   30.04,      54,-99.9,
2027,2011-01-15,,    5.90,-99.9,    -2.5,     9.8,-99.9,    -5.9,-99.9,     0.5,-99.9,    0.00,    10.3,     9.9,-99.9,    12.4,    23.2,     4.2,     4.7,     6.7,     7.8,    11.6,     0.0,     0.1,     0.4,     0.1,     0.1,    6.69,    6.50,   11.47,    7.73,   14.24,   13.57,    3.31,     145,     1.4,      87,   29.97,      53,-99.9,
2027,2011-01-16,,-99.9,-99.9,    -0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    10.0,     9.6,-99.9,    12.2,-99.9,     5.2,     5.6,     7.3,     8.0,-99.9,     0.0,     0.1,    -0.9,     0.1,-99.9,    6.57,    6.38,   11.26,    7.61,-99.9,   13.53,-99.9,-99.9,-99.9,      85,   29.83,-99.9,-99.9,
2027,2011-01-17,,    5.90,-99.9,-99.9,    15.1,-99.9,    -2.2,-99.9,     5.5,-99.9,    0.00,     9.5,     9.5,-99.9,    12.1,-99.9,     6.6,     7.0,     8.3,     8.4,-99.9,     0.1,     0.1,    -0.8,     0.1,-99.9,    6.34,    6.34,    1.25,    7.60,-99.9,-99.9,    3.31,     158,     1.4,-99.9,-99.9,      54,-99.9,
2027,2011-01-18,,    6.20,-99.9,     7.9,     9.4,-99.9,     0.5,-99.9,     6.2,-99.9,    0.29,    12.8,    11.2,-99.9,    12.0,    23.1,     7.7,     7.8,     8.3,     8.5,    11.2,     0.0,     0.0,     1.1,     0.1,     0.1,    7.94,    7.11,   -3.43,    7.54,   14.15,   13.46,    3.31,      72,     2.8,      98,   29.51,      55,-99.9,
2027,2011-01-19,,-99.9,-99.9,    12.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,   13.39,-99.9,-99.9,-99.9,      96,   29.50,-99.9,-99.9,
2027,2011-01-20,,    6.60,-99.9,-99.9,    14.0,-99.9,     3.8,-99.9,    10.7,-99.9,    0.26,-99.9,-99.9,-99.9,-99.9,    22.9,-99.9,-99.9,-99.9,-99.9,    11.6,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,-99.9,-99.9,-99.9,   14.03,-99.9,    3.32,     253,     3.8,-99.9,-99.9,      56,-99.9,
2027,2011-01-21,,    6.60,-99.9,    11.0,    14.7,-99.9,     1.5,-99.9,     8.4,-99.9,    0.01,    11.5,    10.8,-99.9,    13.0,    23.2,    10.3,    10.5,    11.0,    10.3,    11.8,     0.0,     0.1,     1.0,     0.1,     0.1,    7.28,    6.93,   -3.44,    8.05,   14.24,   13.43,    3.32,     152,     1.9,      91,   29.52,      55,-99.9,
2027,2011-01-22,,    6.60,-99.9,     2.0,    11.0,-99.9,     2.0,-99.9,     7.4,-99.9,    0.00,    11.0,    10.4,-99.9,    13.0,    23.4,     7.2,     7.8,     9.9,    10.6,    12.0,     0.0,     0.1,     1.8,     0.1,     0.1,    7.03,    6.75,   -0.89,    8.06,   14.33,   13.52,    3.31,     255,     6.4,      52,   29.50,      56,-99.9,
2027,2011-01-23,,    6.60,-99.9,    -2.0,     8.4,-99.9,    -2.9,-99.9,     2.0,-99.9,    0.00,    10.4,    10.0,-99.9,    12.7,    23.3,     5.6,     6.2,     8.5,     9.7,    12.1,     0.0,     0.1,     0.4,     0.1,     0.1,    6.76,    6.57,   11.38,    7.90,   14.32,   13.57,    3.31,     259,     5.4,      88,   29.68,      55,-99.9,
2027,2011-01-24,,    6.60,-99.9,    -1.1,    11.6,-99.9,    -4.9,-99.9,     2.3,-99.9,    0.00,    10.1,     9.8,-99.9,    12.4,    23.4,     6.1,     6.7,     8.5,     9.2,    11.9,     0.0,     0.1,    -0.9,     0.1,     0.1,    6.60,    6.48,   11.42,    7.72,   14.36,   13.53,    3.31,     146,     1.3,      89,   29.84,      54,-99.9,
2027,2011-01-25,,    6.60,-99.9,     8.4,    16.2,-99.9,    -2.4,-99.9,     6.4,-99.9,    0.00,     9.8,     9.7,-99.9,    12.3,    23.3,     8.3,     8.6,     9.4,     9.2,    11.7,     0.0,     0.1,     1.9,     0.1,     0.1,    6.47,    6.41,   -1.14,    7.70,   14.30,   13.46,    3.31,     100,     2.1,      75,   29.80,      54,-99.9,
2027,2011-01-26,,-99.9,-99.9,    14.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    13.7,    12.0,-99.9,    14.2,-99.9,     9.7,     9.7,     9.8,     9.5,-99.9,     0.0,     0.1,     1.7,     0.1,-99.9,    8.39,    7.54,   -3.32,    8.70,-99.9,   13.40,-99.9,-99.9,-99.9,      99,   29.41,-99.9,-99.9,
2027,2011-01-27,,-99.9,-99.9,     4.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    11.8,    11.1,-99.9,    14.1,-99.9,     7.9,     8.4,    10.3,    10.4,-99.9,     0.0,     0.1,     1.6,     0.1,-99.9,    7.42,    7.07,   -0.94,    8.64,-99.9,   13.47,-99.9,-99.9,-99.9,      79,   29.72,-99.9,-99.9,
2027,2011-01-28,,    7.40,-99.9,-99.9,    12.7,-99.9,     0.1,-99.9,     5.7,-99.9,    0.00,-99.9,-99.9,-99.9,-99.9,    24.2,-99.9,-99.9,-99.9,-99.9,    11.8,-99.9,-99.9,-99.9,-99.9,     0.1,-99.9,-99.9,-99.9,-99.9,   14.90,-99.9,    3.31,     265,     3.6,-99.9,-99.9,      55,-99.9,
2027,2011-01-29,,    7.40,-99.9,     7.2,    18.3,-99.9,     3.0,-99.9,     9.9,-99.9,    0.00,    10.6,    10.3,-99.9,    13.2,    23.9,     8.6,     9.0,    10.3,    10.0,    11.8,     0.0,     0.1,     1.8,     0.1,     0.1,    6.83,    6.70,   -1.04,    8.13,   14.68,   13.42,    3.31,     231,     3.5,      78,   29.67,      54,-99.9,
2027,2011-01-30,,-99.9,-99.9,    11.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,   13.38,-99.9,-99.9,-99.9,      69,   29.75,-99.9,-99.9,
2027,2011-01-31,,    7.40,-99.9,    12.5,    20.1,-99.9,     6.5,-99.9,    13.7,-99.9,    0.01,    10.1,    10.1,-99.9,    12.8,    23.7,    12.2,    12.3,    12.4,    11.1,    11.9,     0.0,     0.1,     2.0,     0.1,     0.1,    6.62,    6.58,   -1.46,    7.92,   14.59,   13.33,    3.32,     218,     1.7,      82,   29.80,      55,-99.9,
2027,2011-02-01,,    7.50,-99.9,-99.9,    18.1,-99.9,    10.8,-99.9,    13.7,-99.9,    0.02,    10.2,    10.1,-99.9,    12.5,    23.7,    12.4,    12.5,    12.8,    11.6,    12.1,     0.1,     0.1,     4.6,     0.1,     0.1,    6.63,    6.58,   -0.99,    7.76,   14.60,-99.9,    3.32,     108,     2.9,-99.9,-99.9,      56,-99.9,
2027,2011-02-02,,    7.50,-99.9,    20.9,    21.1,-99.9,    11.8,-99.9,    15.3,-99.9,    0.00,    10.4,    10.0,-99.9,    12.3,    23.9,    14.0,    13.7,    13.3,    11.9,    12.1,     0.0,     0.0,    -7.4,     0.1,     0.1,    6.72,    6.57,    0.86,    7.69,   14.70,   13.33,    3.32,     128,     6.9,      85,   29.49,      55,-99.9,
2027,2011-02-03,,-99.9,-99.9,     6.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    12.1,    11.2,-99.9,    12.6,    23.7,    12.2,    12.7,    14.3,    13.4,    12.8,     0.0,     0.1,     8.7,     0.1,     0.1,    7.58,    7.13,   -0.33,    7.85,   14.55,   13.35,-99.9,-99.9,-99.9,      67,   29.88,-99.9,-99.9,
2027,2011-02-04,,    8.40,-99.9,     5.2,    11.2,-99.9,     4.7,-99.9,     7.1,-99.9,    0.49,    16.7,    13.2,-99.9,    12.7,    23.8,     9.5,     9.8,    11.5,    12.2,    13.1,     0.0,     0.0,     1.0,     0.1,     0.1,   10.06,    8.12,   -3.43,    7.89,   14.63,   13.46,    3.31,     105,     6.4,      96,   29.91,      57,-99.9,
2027,2011-02-05,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-06,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-07,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-08,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-09,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-10,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-11,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-12,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-13,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-14,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-15,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-16,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-17,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-18,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-19,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-20,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-21,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-22,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-23,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-24,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-25,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-26,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-27,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-02-28,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-01,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-02,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
