

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:02:50 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,BATT.I-3 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,PRES.I-1 (inch) ,RHENC.D-1 (pct) ,
2027,2005-01-13,,    6.43,-99.9,    14.0,    24.4,-99.9,    11.3,-99.9,    17.2,-99.9,-99.9,     8.0,     8.0,     9.4,    10.8,    24.7,    16.3,    16.6,    16.8,    16.4,    16.7,     0.1,     0.1,     0.1,     0.1,     0.1,    5.66,    5.63,    6.27,    6.95,   15.25,   13.03,    3.34,    0.00,     172,     1.9,-99.9,-99.9,      61,
2027,2005-01-14,,    7.34,-99.9,    13.9,    25.3,-99.9,    13.7,-99.9,    19.7,-99.9,-99.9,    14.9,    13.2,     9.2,    10.9,    24.2,    17.2,    17.5,    17.4,    16.6,    16.8,     0.0,     0.1,     0.1,     0.1,     0.2,    9.04,    8.13,    6.20,    6.98,   14.95,   13.02,    3.34,    0.00,     168,     7.9,-99.9,-99.9,      61,
2027,2005-01-15,,    7.55,-99.9,     9.6,    14.2,-99.9,     9.6,-99.9,    13.0,-99.9,-99.9,    13.4,    11.8,    14.9,    12.1,    24.7,    13.8,    14.3,    15.4,    16.2,    16.9,     0.1,     0.1,     0.1,     0.1,     0.1,    8.23,    7.45,    9.05,    7.57,   15.31,   13.05,    3.34,    0.00,     342,     7.7,-99.9,-99.9,      62,
2027,2005-01-16,,    7.55,-99.9,     8.8,    12.5,-99.9,     5.8,-99.9,     9.0,-99.9,-99.9,    12.8,    11.0,    14.2,    12.5,    25.1,    11.8,    12.3,    13.3,    14.8,    16.7,     0.0,     0.1,     0.1,     0.1,     0.1,    7.92,    7.03,    8.66,    7.77,   15.54,   13.06,    3.34,    0.00,      45,     8.3,-99.9,-99.9,      62,
2027,2005-01-17,,    7.55,-99.9,     6.0,    14.3,-99.9,     4.4,-99.9,     8.8,-99.9,-99.9,    11.4,    10.4,    13.5,    12.5,    25.0,    10.9,    11.5,    12.7,    14.1,    16.4,     0.1,     0.1,     0.1,     0.1,     0.1,    7.24,    6.74,    8.31,    7.77,   15.49,   13.05,    3.34,    0.00,     365,     7.9,-99.9,-99.9,      61,
2027,2005-01-18,,    7.55,-99.9,     1.6,     7.5,-99.9,    -1.8,-99.9,     2.5,-99.9,-99.9,    11.7,    10.1,-99.9,    12.5,    24.8,     8.6,     9.2,    10.8,    13.0,    16.1,     0.1,     0.1,     0.1,     0.1,     0.1,    7.35,    6.60,    8.15,    7.79,   15.37,   13.03,    3.34,    0.00,     357,     8.5,-99.9,-99.9,      62,
2027,2005-01-19,,    7.55,-99.9,     0.5,     7.7,-99.9,    -2.1,-99.9,     2.1,-99.9,-99.9,    10.8,     9.8,    12.4,    12.1,    24.9,     7.8,     8.4,    10.0,    12.0,    15.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.93,    6.44,    7.73,    7.56,   15.44,   13.03,    3.33,    0.00,      48,     4.7,-99.9,-99.9,      60,
2027,2005-01-20,,    7.55,-99.9,     7.2,    12.2,-99.9,    -3.1,-99.9,     5.0,-99.9,-99.9,    10.6,     9.8,    11.9,    12.0,    24.5,     9.0,     9.5,    10.2,    11.5,    15.1,     0.1,     0.1,     0.1,     0.1,     0.2,    6.85,    6.47,    7.48,    7.50,   15.11,   13.05,    3.33,    0.00,     222,     2.1,-99.9,-99.9,      60,
2027,2005-01-21,,    7.55,-99.9,     5.3,    16.7,-99.9,     4.0,-99.9,     9.7,-99.9,-99.9,    10.8,     9.4,    11.8,    11.7,    24.6,     9.9,    10.4,    11.2,    11.9,    14.7,     0.1,     0.1,     0.1,     0.1,     0.1,    6.93,    6.29,    7.44,    7.38,   15.20,   13.04,    3.34,    0.00,     295,     3.7,-99.9,-99.9,      60,
2027,2005-01-22,,    7.55,-99.9,     8.8,    21.4,-99.9,     4.4,-99.9,    11.9,-99.9,-99.9,    10.0,     9.2,    11.3,    11.5,    24.6,    11.9,    12.2,    12.5,    12.3,    14.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.55,    6.19,    7.17,    7.30,   15.19,   13.04,    3.34,    0.00,     274,     1.4,-99.9,-99.9,      60,
2027,2005-01-23,,    7.56,-99.9,     9.8,    21.2,-99.9,     8.1,-99.9,    14.6,-99.9,-99.9,    10.0,     9.2,    11.0,    11.4,    24.6,    13.1,    13.4,    13.1,    12.8,    14.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.57,    6.18,    7.01,    7.25,   15.17,   13.06,    3.34,    0.00,     214,     5.6,-99.9,-99.9,      60,
2027,2005-01-24,,    7.56,-99.9,    -1.2,     9.9,-99.9,    -3.9,-99.9,     1.4,-99.9,-99.9,     9.9,     8.8,    11.0,    11.5,    24.4,     7.7,     8.3,    10.0,    12.1,    14.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.52,    6.01,    7.02,    7.28,   15.04,   13.02,    3.34,    0.00,     342,    12.9,-99.9,-99.9,      62,
2027,2005-01-25,,    7.56,-99.9,     4.8,    11.4,-99.9,    -5.9,-99.9,     2.7,-99.9,-99.9,     9.4,     8.7,    10.9,    11.2,    24.4,     8.5,     8.9,     9.9,    11.2,    14.4,     0.1,     0.1,     0.1,     0.1,     0.2,    6.28,    5.95,    7.00,    7.12,   15.06,   13.04,    3.33,    0.00,     284,     2.7,-99.9,-99.9,      59,
2027,2005-01-26,,    7.56,-99.9,    10.2,    17.3,-99.9,     0.3,-99.9,     8.6,-99.9,-99.9,     8.9,     8.7,    10.2,    11.3,    24.6,    10.0,    10.4,    10.8,    11.3,    14.1,     0.1,     0.1,     0.1,     0.1,     0.1,    6.04,    5.93,    6.66,    7.18,   15.17,   13.05,    3.34,    0.00,     263,     2.5,-99.9,-99.9,      59,
2027,2005-01-27,,    7.56,-99.9,    13.1,    21.9,-99.9,     8.6,-99.9,    15.5,-99.9,-99.9,     8.7,     8.4,    10.0,    10.9,    24.3,    12.4,    12.7,    12.6,    12.2,    14.0,     0.1,     0.1,     0.1,     0.1,     0.1,    5.97,    5.81,    6.57,    6.98,   14.98,   13.06,    3.34,    0.00,     266,     4.3,-99.9,-99.9,      59,
2027,2005-01-28,,    7.56,-99.9,     9.4,    17.9,-99.9,     8.8,-99.9,    12.8,-99.9,-99.9,     8.4,     8.1,    10.0,-99.9,    24.4,    12.5,    12.8,    13.0,    12.7,    14.1,     0.1,     0.1,     0.1,     0.1,     0.1,    5.80,    5.70,    6.57,    6.92,   15.04,   13.05,    3.34,    0.00,      40,     5.2,-99.9,-99.9,      60,
2027,2005-01-29,,    7.72,-99.9,     0.8,     9.6,-99.9,     0.8,-99.9,     5.1,-99.9,-99.9,     8.6,     8.1,     9.7,    10.9,    24.3,     9.2,     9.7,    10.8,    12.2,    14.2,     0.0,     0.1,     0.1,     0.1,     0.1,    5.90,    5.67,    6.39,    6.97,   15.01,   12.99,    3.34,    0.00,      77,     9.4,-99.9,-99.9,      61,
2027,2005-01-30,,    8.40,-99.9,     3.2,     3.8,-99.9,     0.2,-99.9,     2.0,-99.9,-99.9,    14.3,    12.4,    14.0,    10.7,    24.3,     7.3,     7.7,     8.6,    10.9,    14.1,     0.1,     0.1,     0.1,     0.1,     0.1,    8.72,    7.74,    8.55,    6.86,   14.98,   12.97,    3.33,    0.00,      67,     5.7,-99.9,-99.9,      61,
2027,2005-01-31,,    8.40,-99.9,     4.2,    11.8,-99.9,     2.8,-99.9,     6.0,-99.9,-99.9,    12.9,    11.4,    14.2,    11.1,    24.2,     8.5,     8.9,     9.6,    10.7,    13.7,     0.1,     0.1,     0.1,     0.1,     0.1,    8.00,    7.22,    8.68,    7.05,   14.93,   13.07,    3.33,    0.00,     351,     5.2,-99.9,-99.9,      60,
2027,2005-02-01,,    8.40,-99.9,     8.6,    11.3,-99.9,     1.7,-99.9,     5.6,-99.9,-99.9,    12.5,    10.9,    13.8,    11.6,    24.1,     9.0,     9.4,     9.5,    10.5,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    7.75,    6.97,    8.43,    7.30,   14.88,   13.08,    3.34,    0.00,      57,     2.9,-99.9,-99.9,      60,
2027,2005-02-02,,    8.40,-99.9,     8.4,    10.2,-99.9,     7.2,-99.9,     8.6,-99.9,-99.9,    12.2,    10.8,    13.5,    11.4,    24.1,     8.9,     9.3,     9.6,    10.6,    13.3,     0.1,     0.1,     0.1,     0.1,     0.2,    7.63,    6.93,    8.28,    7.21,   14.87,   13.07,    3.34,    0.00,      74,     4.9,-99.9,-99.9,      60,
2027,2005-02-03,,    8.60,-99.9,     6.8,     8.5,-99.9,     5.2,-99.9,     6.7,-99.9,-99.9,    13.3,    11.1,    14.0,    11.5,    24.4,     8.4,     8.8,     9.2,    10.5,    13.3,     0.0,     0.1,     0.1,     0.1,     0.1,    8.18,    7.10,    8.57,    7.29,   15.05,   12.99,    3.34,    0.00,      83,     5.9,-99.9,-99.9,      61,
2027,2005-02-04,,    8.81,-99.9,     7.2,     8.4,-99.9,     6.0,-99.9,     7.2,-99.9,-99.9,    13.6,    11.7,    14.6,    12.2,    24.4,     8.6,     8.9,     9.4,    10.5,    13.1,     0.0,     0.1,     0.1,     0.1,     0.1,    8.35,    7.36,    8.90,    7.62,   15.02,   13.07,    3.34,    0.00,      10,     5.6,-99.9,-99.9,      61,
2027,2005-02-05,,    8.81,-99.9,     3.2,    14.1,-99.9,     3.1,-99.9,     7.8,-99.9,-99.9,    12.7,    11.1,    14.2,    12.3,    24.7,     9.1,     9.5,    10.3,    10.8,    13.1,     0.1,     0.1,     0.1,     0.1,     0.1,    7.86,    7.07,    8.69,    7.66,   15.27,   13.05,    3.34,    0.00,      13,     4.5,-99.9,-99.9,      60,
2027,2005-02-06,,    8.81,-99.9,     7.4,    16.5,-99.9,     0.4,-99.9,     8.0,-99.9,-99.9,    12.4,    10.8,    13.6,    12.1,    24.6,     9.7,    10.1,    10.6,    10.9,    13.0,     0.1,     0.1,     0.1,     0.1,     0.1,    7.71,    6.95,    8.37,    7.59,   15.20,   13.06,    3.33,    0.00,      44,     2.3,-99.9,-99.9,      60,
2027,2005-02-07,,    8.81,-99.9,    10.9,    19.0,-99.9,     2.5,-99.9,    11.0,-99.9,-99.9,    12.2,    10.3,    13.2,    12.3,    24.3,    10.8,    11.1,    11.3,    11.1,    13.0,     0.0,     0.1,     0.1,     0.1,     0.2,    7.62,    6.69,    8.16,    7.68,   15.01,   13.06,    3.34,    0.00,      72,     2.9,-99.9,-99.9,      60,
2027,2005-02-08,,    8.81,-99.9,    14.1,    21.8,-99.9,     9.5,-99.9,    14.0,-99.9,-99.9,    11.2,    10.1,    12.7,    12.1,    24.6,    12.1,    12.5,    12.4,    11.8,    13.1,     0.1,     0.1,     0.1,     0.1,     0.1,    7.14,    6.59,    7.86,    7.58,   15.21,   13.05,    3.34,    0.00,      88,     3.1,-99.9,-99.9,      60,
2027,2005-02-09,,    8.81,-99.9,    15.8,    23.8,-99.9,     6.0,-99.9,    15.8,-99.9,-99.9,    11.0,    10.0,    12.5,    12.3,    24.6,    13.9,    14.1,    13.7,    12.5,    13.3,     0.1,     0.1,     0.1,     0.1,     0.1,    7.01,    6.55,    7.79,    7.66,   15.21,   13.04,    3.34,    0.00,     182,     1.9,-99.9,-99.9,      60,
2027,2005-02-10,,    9.56,-99.9,    15.5,    18.0,-99.9,    12.6,-99.9,    15.4,-99.9,-99.9,    16.2,    14.0,    16.5,    11.9,-99.9,    14.2,    14.4,    13.8,    13.0,    13.5,     0.0,     0.1,     0.1,     0.1,     0.2,    9.80,    8.58,    9.93,    7.47,   14.94,   13.05,    3.34,    0.00,     160,     1.1,-99.9,-99.9,      61,
2027,2005-02-11,,    9.56,-99.9,     5.0,    16.1,-99.9,     4.8,-99.9,    10.6,-99.9,-99.9,    13.1,    11.8,    14.8,    13.4,    24.9,    10.4,    10.9,    12.3,    13.1,    13.8,     0.1,     0.0,     0.1,     0.1,     0.1,    8.10,    7.44,    9.01,    8.25,   15.39,   13.04,    3.34,    0.00,     320,    11.6,-99.9,-99.9,      61,
2027,2005-02-12,,    9.56,-99.9,     3.7,    13.4,-99.9,     0.9,-99.9,     6.4,-99.9,-99.9,    12.4,    11.0,    13.9,    13.4,    25.0,     9.5,    10.0,    11.0,    12.0,    13.9,     0.1,     0.1,     0.1,     0.1,     0.1,    7.75,    7.01,    8.52,    8.26,   15.51,   13.05,    3.34,    0.00,     313,     7.6,-99.9,-99.9,      60,
2027,2005-02-13,,    9.56,-99.9,     9.5,    19.5,-99.9,     1.3,-99.9,     9.9,-99.9,-99.9,    12.2,    10.6,    13.6,    12.6,    25.0,    11.0,    11.3,    11.7,    11.7,    13.7,     0.1,     0.1,     0.1,     0.1,     0.1,    7.61,    6.83,    8.33,    7.82,   15.49,   13.05,    3.33,    0.00,     270,     2.5,-99.9,-99.9,      60,
2027,2005-02-14,,    9.56,-99.9,    12.6,    22.0,-99.9,     6.1,-99.9,    13.7,-99.9,-99.9,    11.2,    10.2,    12.9,    12.5,    24.8,    12.2,    12.6,    12.6,    12.2,    13.6,     0.1,     0.1,     0.1,     0.1,     0.2,    7.14,    6.62,    7.97,    7.79,   15.33,   13.06,    3.34,    0.00,     178,     2.6,-99.9,-99.9,      60,
2027,2005-02-15,,    9.58,-99.9,    14.1,    21.3,-99.9,    10.7,-99.9,    14.7,-99.9,-99.9,-99.9,    10.0,    12.9,    12.6,    25.0,    12.6,    12.9,    12.9,    12.5,    13.6,     0.0,     0.1,     0.1,     0.1,     0.1,    7.48,    6.54,    7.96,    7.82,   15.49,   13.07,    3.34,    0.00,     184,     4.3,-99.9,-99.9,      60,
2027,2005-02-16,,    9.59,-99.9,    14.9,    22.3,-99.9,    13.5,-99.9,    16.3,-99.9,-99.9,    11.2,     9.8,    12.3,    12.0,    24.6,    14.8,    15.1,    14.8,    13.5,    13.7,     0.1,     0.1,     0.1,     0.1,     0.2,    7.12,    6.46,    7.69,    7.54,   15.22,   13.05,    3.34,    0.00,     164,     2.5,-99.9,-99.9,      60,
2027,2005-02-17,,    9.59,-99.9,    17.5,    23.2,-99.9,    13.8,-99.9,    17.6,-99.9,-99.9,    11.0,     9.7,    11.9,    12.1,    24.9,    15.8,    16.0,    15.4,    14.2,    14.0,     0.1,     0.1,     0.1,     0.1,     0.1,    7.01,    6.40,    7.48,    7.55,   15.44,   13.05,    3.34,    0.00,     250,     2.6,-99.9,-99.9,      60,
2027,2005-02-18,,    9.59,-99.9,     8.5,    17.7,-99.9,     8.5,-99.9,    14.2,-99.9,-99.9,    10.7,     9.3,    11.5,    12.1,    24.6,    13.6,    14.0,    14.7,    14.5,    14.4,     0.1,     0.1,     0.1,     0.1,     0.2,    6.86,    6.24,    7.26,    7.55,   15.19,   13.05,    3.34,    0.00,     335,     7.3,-99.9,-99.9,      61,
2027,2005-02-19,,    9.59,-99.9,     3.3,    15.4,-99.9,     3.1,-99.9,     8.4,-99.9,-99.9,     9.8,     9.1,    11.0,    11.6,-99.9,    11.6,    12.1,    13.2,    13.7,    14.5,     0.1,     0.1,     0.1,     0.1,     0.1,    6.44,    6.12,    7.03,    7.34,   15.43,   13.04,    3.34,    0.00,     353,     6.7,-99.9,-99.9,      60,
2027,2005-02-20,,    9.59,-99.9,     8.8,    18.1,-99.9,     0.2,-99.9,     9.2,-99.9,-99.9,     9.5,     8.9,    10.9,    11.5,    24.6,    12.5,    12.9,    13.4,    13.3,    14.5,     0.1,     0.1,     0.1,     0.1,     0.1,    6.32,    6.04,    6.98,    7.29,   15.23,   13.05,    3.34,    0.00,     102,     1.4,-99.9,-99.9,      59,
2027,2005-02-21,,    9.59,-99.9,    16.4,    23.2,-99.9,     8.2,-99.9,    15.7,-99.9,-99.9,     9.4,     8.4,    10.5,    11.2,    24.6,    14.5,    14.7,    14.4,    13.6,    14.4,     0.1,     0.1,     0.1,     0.1,     0.1,    6.27,    5.81,    6.77,    7.10,   15.22,   13.05,    3.34,    0.00,     168,     4.7,-99.9,-99.9,      60,
2027,2005-02-22,,    9.59,-99.9,    18.3,    25.6,-99.9,    13.9,-99.9,    19.2,-99.9,-99.9,     9.0,     8.1,    10.2,    11.0,-99.9,    16.4,    16.6,    15.8,    14.4,    14.5,     0.1,     0.1,     0.1,     0.1,     0.2,    6.07,    5.70,    6.64,    7.01,   14.89,   13.05,    3.34,    0.00,     202,     4.7,-99.9,-99.9,      60,
2027,2005-02-23,,    9.59,-99.9,    18.4,    28.1,-99.9,    17.9,-99.9,    20.7,-99.9,-99.9,     7.8,     7.8,     9.8,    10.9,    24.4,    17.7,    18.0,    17.5,    15.6,    14.8,     0.1,     0.1,     0.1,     0.1,     0.1,    5.58,    5.58,    6.44,    7.00,   15.09,   13.02,    3.34,    0.00,     248,     3.1,-99.9,-99.9,      60,
2027,2005-02-24,,    9.68,-99.9,    17.7,    25.6,-99.9,    15.9,-99.9,    19.9,-99.9,-99.9,     7.4,     7.3,     9.2,    10.9,    24.5,    18.2,    18.4,    17.8,    16.2,    15.1,     0.1,     0.1,     0.1,     0.1,     0.1,    5.37,    5.36,    6.20,    6.98,   15.09,   13.03,    3.34,    0.00,     212,     3.2,-99.9,-99.9,      60,
2027,2005-02-25,,    9.71,-99.9,    15.7,    23.1,-99.9,    15.5,-99.9,    19.4,-99.9,-99.9,     7.6,     7.2,     9.2,    10.8,    24.5,    17.7,    18.0,    17.9,    16.6,    15.5,     0.1,     0.1,     0.1,     0.1,     0.1,    5.46,    5.31,    6.19,    6.92,   15.11,   13.05,    3.34,    0.00,     247,     4.3,-99.9,-99.9,      60,
2027,2005-02-26,,    9.82,-99.9,     6.6,    15.8,-99.9,     6.4,-99.9,    12.0,-99.9,-99.9,     8.2,     7.4,     9.1,    10.9,-99.9,    13.3,    13.9,    15.1,    15.9,    15.8,     0.1,     0.1,     0.1,     0.1,     0.1,    5.72,    5.38,    6.13,    6.98,   15.27,   13.04,    3.34,    0.00,      59,     3.6,-99.9,-99.9,      62,
2027,2005-02-27,,    9.82,-99.9,    12.6,    16.5,-99.9,     4.8,-99.9,    10.8,-99.9,-99.9,     7.7,     7.5,     8.6,    10.7,    24.4,    13.5,    13.8,    14.3,    14.8,    15.8,     0.1,     0.1,     0.1,     0.1,     0.1,    5.52,    5.45,    5.92,    6.90,   15.02,   13.08,    3.34,    0.00,      80,     4.0,-99.9,-99.9,      60,
2027,2005-02-28,,   11.60,-99.9,     9.6,    12.6,-99.9,     8.4,-99.9,    10.3,-99.9,-99.9,    15.2,    13.5,    17.2,    16.5,    25.1,    11.8,    12.1,    12.6,    13.8,    15.5,     0.1,     0.1,     0.1,     0.1,     0.2,    9.24,    8.27,   10.35,    9.98,   15.54,   12.97,    3.34,    0.00,      55,     8.4,-99.9,-99.9,      61,
2027,2005-03-01,,   11.60,-99.9,     8.4,    17.4,-99.9,     8.2,-99.9,    11.4,-99.9,-99.9,    13.8,    12.0,    15.5,    14.5,    25.6,    11.9,    12.4,    13.1,    13.7,    15.2,     0.0,     0.1,     0.1,     0.1,     0.1,    8.43,    7.50,    9.37,    8.85,   15.91,   13.08,    3.34,    0.00,     281,     5.3,-99.9,-99.9,      61,
2027,2005-03-02,,   11.60,-99.9,     4.9,    14.3,-99.9,     4.7,-99.9,     9.5,-99.9,-99.9,    12.7,    11.3,    14.5,    13.6,    25.3,    11.0,    11.6,    12.7,    13.5,    15.1,     0.1,     0.1,     0.1,     0.1,     0.2,    7.89,    7.17,    8.85,    8.36,   15.73,   13.06,    3.34,    0.00,     283,     6.9,-99.9,-99.9,      61,
2027,2005-03-03,,   11.60,-99.9,     5.4,    12.9,-99.9,    -0.6,-99.9,     6.0,-99.9,-99.9,    12.4,    10.6,    13.7,    13.1,    25.3,    10.9,    11.3,    12.2,    12.9,    14.8,     0.0,     0.1,     0.1,     0.1,     0.1,    7.71,    6.86,    8.40,    8.07,   15.67,   13.06,    3.34,    0.00,     319,     4.9,-99.9,-99.9,      60,
