

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:03:11 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,RHENC.D-1 (pct) ,LRADT.D-1 (lang) ,
2027,2017-01-17,,   12.81,    16.4,    25.1,    13.4,    18.6,   0.000,    11.6,    11.3,    12.1,    10.7,    25.0,    14.7,    14.5,    16.9,    14.5,    13.0,     0.0,     0.1,     0.1,     0.1,     0.2,    7.34,    7.16,    7.59,    6.88,   15.49,   12.90,    3.19,     138,     2.9,      71,      58,  169.32,
2027,2017-01-18,,   12.81,    16.5,    25.2,    13.4,    18.5,   0.000,    11.5,    10.9,    12.4,    11.0,    24.8,    15.5,    15.2,    17.2,    14.7,    13.2,     0.0,     0.1,     0.1,     0.1,     0.2,    7.29,    7.00,    7.75,    7.05,   15.37,   12.92,    3.18,     186,     2.6,      90,      58,  190.94,
2027,2017-01-19,,   12.81,    14.2,    24.1,    14.2,    18.2,   0.000,    11.7,    10.7,    11.8,    10.8,    25.1,    15.2,    14.9,    17.3,    15.0,    13.4,     0.0,     0.1,     0.1,     0.1,     0.1,    7.36,    6.89,    7.45,    6.94,   15.56,   12.92,    3.19,     252,     2.5,      95,      59,  133.72,
2027,2017-01-20,,   12.81,    18.1,    25.3,    10.4,    17.8,   0.000,    10.8,    10.8,    11.3,    11.0,    25.2,    16.6,    16.1,    17.8,    15.2,    13.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.91,    6.95,    7.16,    7.04,   15.64,   12.93,    3.19,     169,     2.0,      91,      59,  184.21,
2027,2017-01-21,,   12.91,    18.8,    24.7,    17.1,    19.7,   0.100,    11.6,    11.2,    11.1,    10.9,    25.4,    17.7,    17.2,    18.8,    15.8,    13.7,     0.0,     0.1,     0.1,     0.1,     0.1,    7.32,    7.10,    7.10,    6.99,   15.75,   12.97,    3.19,     210,     3.9,      95,      59,  142.90,
2027,2017-01-22,,   13.76,    16.4,    23.8,    15.5,    18.7,   0.850,    18.0,    15.5,    16.5,    10.6,    25.3,    16.1,    15.6,    17.8,    15.9,    14.0,     0.0,     0.1,     0.1,     0.1,     0.1,   10.83,    9.37,    9.99,    6.83,   15.73,   12.86,    3.20,     178,     4.5,      95,      61,   58.53,
2027,2017-01-23,,   17.39,    13.2,    22.0,    12.0,    17.3,   3.630,    16.3,    15.4,    17.3,    20.6,    31.9,    14.2,    13.9,    16.9,    15.5,    14.1,     0.0,     0.1,     0.1,     0.1,     0.1,    9.82,    9.33,   10.44,   12.47,   20.90,   12.94,    3.19,     194,     5.1,      77,      61,   59.05,
2027,2017-01-24,,   17.45,    13.6,    15.2,    10.8,    13.2,   0.060,    14.8,    14.0,    16.2,    16.5,    32.7,    12.0,    11.7,    14.9,    14.4,    14.1,     0.0,     0.1,     0.1,     0.1,     0.1,    8.99,    8.59,    9.80,    9.93,   21.54,   12.94,    3.18,     270,     6.9,      71,      62,   62.37,
2027,2017-01-25,,   17.45,     8.2,    19.3,     8.2,    12.7,   0.000,    14.1,    13.2,    15.5,    14.5,    33.1,    11.5,    11.5,    14.9,    14.1,    13.8,     0.0,     0.1,     0.1,     0.1,     0.1,    8.62,    8.15,    9.38,    8.85,   21.87,   12.92,    3.18,     283,     4.0,      93,      60,  261.12,
2027,2017-01-26,,   17.45,    17.7,    24.4,     5.7,    14.8,   0.000,    13.3,    12.9,    14.4,    13.8,    32.7,    14.8,    14.3,    16.0,    13.9,    13.6,     0.1,     0.1,     0.1,     0.1,     0.1,    8.22,    7.97,    8.77,    8.46,   21.52,   12.88,    3.18,     208,     2.1,      91,      60,  252.25,
2027,2017-01-27,,   17.53,    10.5,    19.9,    10.5,    16.4,   0.080,    13.6,    12.9,    14.3,    13.5,    30.8,    12.2,    12.1,    15.5,    14.4,    13.6,     0.0,     0.1,     0.1,     0.1,     0.1,    8.36,    7.99,    8.72,    8.31,   19.97,   12.90,    3.19,     277,     5.2,      51,      61,  156.16,
2027,2017-01-28,,   17.53,     6.0,    12.3,     4.4,     8.3,   0.000,    13.0,    12.0,    13.6,    12.8,    29.7,     9.6,     9.5,    13.3,    13.2,    13.6,     0.0,     0.1,     0.1,     0.1,     0.1,    8.02,    7.50,    8.36,    7.92,   19.06,   12.89,    3.18,     297,     6.1,      55,      61,  223.28,
2027,2017-01-29,,   17.53,     6.1,     9.8,     3.8,     6.7,   0.000,    12.4,    11.9,    13.5,    12.6,    29.0,     8.8,     8.6,    12.1,    12.2,    13.3,     0.1,     0.1,     0.1,     0.1,     0.1,    7.71,    7.46,    8.30,    7.85,   18.55,   12.89,    3.17,     267,     4.3,      56,      61,  155.75,
2027,2017-01-30,,   17.53,     8.2,    14.3,     2.5,     8.3,   0.000,    12.2,    11.3,    12.7,    12.4,    28.6,     9.2,     9.1,    12.2,    11.8,    12.9,     0.0,     0.1,     0.1,     0.1,     0.1,    7.65,    7.19,    7.88,    7.72,   18.22,   12.90,    3.17,     245,     4.6,      59,      60,  257.65,
2027,2017-01-31,,   17.53,     8.0,    15.4,     2.9,     9.0,   0.000,    11.9,    11.2,    13.0,    12.4,    27.8,     9.3,     9.3,    12.5,    11.8,    12.6,     0.0,     0.1,     0.1,     0.1,     0.1,    7.49,    7.11,    8.04,    7.73,   17.55,   12.90,    3.17,     270,     3.6,      67,      60,  272.54,
2027,2017-02-01,,   17.53,    12.2,    22.4,     4.3,    13.1,   0.000,    11.3,    11.2,    12.6,    11.8,    27.0,    11.6,    11.5,    13.8,    12.1,    12.4,     0.1,     0.1,     0.1,     0.1,     0.2,    7.17,    7.14,    7.84,    7.44,   16.96,   12.92,    3.17,     214,     3.0,      74,      59,  260.61,
2027,2017-02-02,,   17.53,    11.9,    21.9,     6.9,    14.4,   0.000,    11.4,    10.9,    12.2,    11.6,    27.2,    12.7,    12.5,    14.7,    12.7,    12.4,     0.1,     0.1,     0.1,     0.1,     0.1,    7.20,    7.01,    7.63,    7.34,   17.10,   12.91,    3.18,     221,     2.3,      92,      60,  235.52,
2027,2017-02-03,,   17.53,    14.6,    23.7,    10.4,    15.7,   0.000,    11.5,    10.9,    11.9,    11.6,    26.7,    13.7,    13.4,    15.6,    13.4,    12.4,     0.0,     0.1,     0.1,     0.1,     0.1,    7.26,    6.96,    7.48,    7.32,   16.73,   12.92,    3.19,     209,     1.8,      89,      59,  203.49,
2027,2017-02-04,,   17.57,    10.2,    21.6,    10.2,    15.3,   0.040,    11.5,    10.8,    11.9,    11.5,    26.8,    13.3,    13.3,    16.1,    13.9,    12.6,     0.0,     0.1,     0.1,     0.1,     0.1,    7.27,    6.91,    7.47,    7.28,   16.82,   12.89,    3.19,     284,     4.9,      65,      60,  175.85,
2027,2017-02-05,,   17.57,     6.8,    13.8,     3.5,     8.5,   0.000,    10.4,    10.3,    11.6,    11.2,    26.3,    10.6,    10.5,    13.9,    13.0,    12.7,     0.1,     0.1,     0.1,     0.1,     0.1,    6.73,    6.68,    7.33,    7.12,   16.43,   12.91,    3.19,      65,     5.8,      71,      61,  216.85,
2027,2017-02-06,,   17.57,    10.2,    17.2,     3.1,    10.4,   0.000,    10.7,    10.4,    11.6,    10.7,    26.0,    12.4,    12.1,    14.5,    12.8,    12.6,     0.1,     0.1,     0.1,     0.1,     0.1,    6.86,    6.75,    7.33,    6.90,   16.20,   12.92,    3.17,     336,     2.4,      89,      60,  196.76,
2027,2017-02-07,,   17.57,    14.4,    23.9,     8.4,    15.4,   0.000,    10.5,    10.3,    12.0,    11.1,    25.5,    14.6,    14.3,    16.3,    13.6,    12.6,     0.1,     0.1,     0.1,     0.1,     0.2,    6.78,    6.70,    7.51,    7.10,   15.83,   12.93,    3.18,     124,     1.5,      85,      59,  246.94,
2027,2017-02-08,,   18.34,    14.8,    25.1,    10.8,    17.6,   0.770,    16.7,    14.9,    16.6,    10.7,    25.2,    15.6,    15.2,    17.0,    14.2,    12.7,     0.0,     0.1,     0.1,     0.1,     0.2,   10.09,    9.06,   10.04,    6.90,   15.67,   12.91,    3.19,     182,     3.7,      96,      60,  201.25,
2027,2017-02-09,,   18.34,    21.1,    23.8,    12.7,    18.3,   0.000,    15.2,    14.0,    15.8,    11.7,    25.4,    17.4,    16.7,    17.8,    14.7,    12.9,     0.0,     0.1,     0.1,     0.1,     0.2,    9.22,    8.54,    9.53,    7.36,   15.76,   12.93,    3.19,     231,     3.2,      85,      60,  156.26,
2027,2017-02-10,,   18.34,     7.3,    21.5,     7.3,    14.9,   0.000,    13.4,    13.0,    14.4,    11.9,    25.4,    11.3,    11.4,    15.3,    14.7,    13.2,     0.1,     0.1,     0.1,     0.1,     0.2,    8.24,    8.02,    8.80,    7.46,   15.78,   12.89,    3.20,     311,    10.1,      57,      62,  273.46,
2027,2017-02-11,,   18.34,    10.9,    17.6,     2.1,     9.9,   0.000,    12.8,    12.3,    14.8,    11.4,    25.9,    11.4,    11.3,    14.5,    13.6,    13.2,     0.1,     0.1,     0.1,     0.1,     0.1,    7.95,    7.67,    8.99,    7.22,   16.11,   12.91,    3.18,      99,     3.1,      55,      60,  291.11,
2027,2017-02-12,,   18.34,    16.6,    25.4,     5.9,    15.8,   0.000,    13.2,    12.1,    13.0,    10.9,    25.4,    15.0,    14.6,    16.3,    13.8,    13.0,     0.0,     0.1,     0.1,     0.1,     0.1,    8.15,    7.60,    8.06,    7.00,   15.75,   12.94,    3.18,     211,     2.1,      95,      59,  285.80,
2027,2017-02-13,,   18.34,    18.6,    25.2,    16.6,    20.7,   0.000,    12.6,    12.3,    13.8,    10.9,    25.0,    16.8,    16.3,    17.8,    14.8,    13.1,     0.1,     0.1,     0.1,     0.1,     0.2,    7.81,    7.68,    8.46,    6.96,   15.52,   12.93,    3.20,     250,     3.5,      83,      60,  142.19,
2027,2017-02-14,,   18.34,     9.5,    21.8,     9.2,    16.4,   0.000,    12.0,    11.4,    13.1,    11.2,    24.9,    14.2,    14.2,    17.2,    15.2,    13.3,     0.1,     0.1,     0.1,     0.1,     0.2,    7.53,    7.23,    8.07,    7.13,   15.39,   12.90,    3.20,     355,     4.0,      85,      60,  303.65,
2027,2017-02-15,,   18.34,    16.1,    24.7,     6.9,    15.3,   0.000,    12.1,    11.3,    11.8,    10.7,    25.3,    15.4,    15.1,    17.2,    14.9,    13.4,     0.0,     0.1,     0.1,     0.1,     0.1,    7.57,    7.17,    7.43,    6.87,   15.71,   12.93,    3.18,     171,     2.2,      88,      59,  255.92,
2027,2017-02-16,,   18.42,    11.0,    23.1,    11.0,    17.8,   0.080,    11.7,    11.3,    11.7,    11.3,    25.2,    13.5,    13.6,    16.9,    15.3,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    7.37,    7.18,    7.39,    7.16,   15.62,   12.90,    3.19,     264,     7.1,      56,      60,  232.05,
2027,2017-02-17,,   18.42,     5.3,    16.5,     4.8,    10.1,   0.000,    11.1,    10.7,    12.4,    10.7,    25.2,    11.5,    11.6,    15.2,    14.2,    13.5,     0.1,     0.1,     0.1,     0.1,     0.1,    7.06,    6.90,    7.72,    6.90,   15.64,   12.89,    3.19,     315,     5.0,      90,      60,  317.63,
2027,2017-02-18,,   18.42,    11.6,    21.5,     2.5,    11.7,   0.000,    11.4,    10.6,    11.9,    10.6,    25.1,    13.4,    13.2,    15.7,    14.0,    13.4,     0.0,     0.1,     0.1,     0.1,     0.1,    7.23,    6.85,    7.50,    6.84,   15.57,   12.90,    3.17,     238,     1.6,      66,      59,  299.17,
2027,2017-02-19,,   18.43,    13.4,    19.4,     9.5,    13.8,   0.010,    10.9,    10.5,    11.4,    10.5,    25.5,    14.2,    13.8,    15.8,    13.9,    13.2,     0.1,     0.1,     0.1,     0.1,     0.1,    6.99,    6.81,    7.24,    6.78,   15.84,   12.92,    3.18,     157,     2.2,      91,      59,  155.86,
2027,2017-02-20,,   18.43,    12.1,    23.6,    12.1,    17.6,   0.000,    10.4,    10.6,    11.7,    10.7,    24.9,    15.2,    15.0,    17.4,    14.9,    13.2,     0.1,     0.1,     0.1,     0.1,     0.1,    6.72,    6.82,    7.37,    6.91,   15.39,   12.92,    3.19,     306,     3.2,      92,      58,  245.51,
2027,2017-02-21,,   18.43,    17.4,    25.1,     9.5,    17.2,   0.000,    10.4,    10.3,    11.8,    10.7,    25.2,    16.3,    15.9,    17.9,    15.2,    13.4,     0.1,     0.1,     0.1,     0.1,     0.1,    6.76,    6.72,    7.41,    6.88,   15.66,   12.93,    3.19,     100,     2.9,      67,      59,  287.03,
2027,2017-02-22,,   18.43,    19.5,    23.7,    14.2,    18.8,   0.000,     9.9,    10.3,    10.5,    10.2,    24.6,    17.1,    16.4,    18.0,    15.4,    13.5,     0.1,     0.1,     0.1,     0.1,     0.2,    6.50,    6.68,    6.77,    6.65,   15.17,   12.94,    3.20,     126,     6.6,      74,      59,  166.46,
2027,2017-02-23,,   18.45,    17.7,    21.4,    17.2,    19.1,   0.020,     9.9,    10.1,    10.5,    10.2,    25.3,    17.0,    16.4,    18.1,    15.7,    13.7,     0.1,     0.1,     0.1,     0.1,     0.1,    6.50,    6.62,    6.80,    6.63,   15.72,   12.92,    3.20,      91,     6.3,      88,      59,  113.42,
2027,2017-02-24,,   18.45,    16.5,    26.1,    16.5,    20.2,   0.000,    10.1,    10.0,    10.5,    10.3,    25.2,    17.5,    17.2,    19.3,    16.4,    13.9,     0.0,     0.1,     0.1,     0.1,     0.1,    6.58,    6.53,    6.80,    6.69,   15.65,   12.93,    3.20,      61,     4.8,      89,      59,  269.69,
2027,2017-02-25,,   18.45,    18.6,    28.0,    11.9,    19.5,   0.000,     9.3,     9.6,    10.5,    10.2,    24.6,    18.2,    17.9,    19.9,    16.8,    14.1,     0.1,     0.1,     0.1,     0.1,     0.2,    6.22,    6.35,    6.77,    6.64,   15.23,   12.92,    3.20,     103,     2.0,      79,      59,  294.07,
2027,2017-02-26,,   18.45,    12.7,    24.6,    12.7,    18.8,   0.000,     9.0,     9.0,    10.2,    10.5,    24.7,    16.2,    16.0,    19.1,    16.8,    14.3,     0.1,     0.1,     0.1,     0.1,     0.1,    6.10,    6.10,    6.65,    6.79,   15.29,   12.90,    3.20,     270,     4.9,      30,      59,  257.04,
2027,2017-02-27,,   18.45,    11.9,    20.6,     2.6,    11.9,   0.000,     7.6,     8.9,    10.6,    10.3,    24.6,    14.7,    14.7,    18.0,    16.2,    14.4,     0.1,     0.1,     0.1,     0.1,     0.2,    5.48,    6.03,    6.84,    6.70,   15.24,   12.90,    3.19,      24,     3.1,      39,      58,  347.62,
2027,2017-02-28,,   19.26,    14.6,    24.8,     9.8,    16.4,   0.810,    17.7,    15.9,    18.7,    13.7,    24.8,    15.7,    15.3,    17.4,    15.8,    14.3,     0.1,     0.1,     0.1,     0.1,     0.1,   10.66,    9.62,   11.28,    8.41,   15.36,   12.92,    3.18,     126,     6.4,      94,      57,  237.05,
2027,2017-03-01,,   19.27,    18.1,    28.4,    12.6,    19.5,   0.010,    14.6,    13.8,    15.1,    13.4,    25.8,    17.6,    17.3,    19.2,    16.2,    14.2,     0.1,     0.1,     0.1,     0.1,     0.2,    8.89,    8.44,    9.18,    8.27,   16.10,   12.93,    3.19,     164,     2.1,      85,      57,  252.86,
2027,2017-03-02,,   19.27,    20.8,    28.1,    17.1,    22.1,   0.000,    14.4,    13.0,    14.8,    13.0,    25.7,    18.9,    18.4,    20.0,    16.9,    14.4,     0.0,     0.1,     0.1,     0.1,     0.1,    8.76,    8.03,    8.98,    8.02,   16.01,   12.93,    3.20,     212,     3.0,      89,      58,  232.87,
2027,2017-03-03,,   19.67,    10.5,    21.1,    10.3,    15.1,   0.400,    14.6,    13.4,    16.1,    13.2,    25.7,    13.0,    13.2,    17.3,    16.4,    14.6,     0.1,     0.1,     0.1,     0.1,     0.1,    8.91,    8.26,    9.74,    8.12,   16.01,   12.86,    3.20,     341,     9.3,      39,      59,  326.30,
2027,2017-03-04,,   19.67,     9.9,    18.5,     5.1,    11.8,   0.000,    13.9,    12.8,    14.2,    12.4,    25.2,    12.3,    12.4,    16.1,    15.2,    14.5,     0.1,     0.1,     0.1,     0.1,     0.2,    8.53,    7.94,    8.66,    7.72,   15.61,   12.91,    3.18,     356,     5.7,      41,      57,  366.69,
2027,2017-03-05,,   19.67,     9.4,    18.4,     4.4,    11.1,   0.000,    12.6,    12.0,    13.4,    12.2,    25.0,    12.2,    12.2,    15.5,    14.5,    14.2,     0.1,     0.1,     0.1,     0.1,     0.2,    7.82,    7.53,    8.23,    7.61,   15.50,   12.91,    3.18,      58,     3.9,      65,      57,  354.45,
2027,2017-03-06,,   19.67,    15.4,    21.9,     6.6,    14.9,   0.000,    12.6,    11.7,    13.3,    11.5,    25.1,    15.3,    14.7,    16.7,    14.6,    14.0,     0.1,     0.1,     0.1,     0.1,     0.2,    7.81,    7.39,    8.18,    7.25,   15.53,   12.92,    3.18,     113,     5.8,      68,      56,  314.77,
2027,2017-03-07,,   19.67,    15.2,    23.2,    12.6,    17.2,   0.000,    11.9,    11.5,    12.4,    11.2,    25.5,    15.5,    15.0,    17.3,    15.1,    13.9,     0.1,     0.1,     0.1,     0.1,     0.1,    7.48,    7.28,    7.74,    7.15,   15.83,   12.93,    3.20,     121,     6.1,      73,      56,  240.11,
2027,2017-03-08,,   19.67,    19.2,    24.9,    12.5,    18.9,   0.000,    11.8,    11.4,    12.1,    11.1,    24.8,    17.8,    17.2,    18.7,    15.7,    14.0,     0.1,     0.1,     0.1,     0.1,     0.2,    7.41,    7.20,    7.57,    7.08,   15.38,   12.93,    3.20,     173,     4.3,      69,      56,  316.91,
2027,2017-03-09,,   19.67,    10.2,    23.8,    10.2,    18.0,   0.000,    11.4,    10.8,    11.9,    11.4,    24.8,    15.9,    15.8,    18.6,    16.3,    14.1,     0.1,     0.1,     0.1,     0.1,     0.2,    7.24,    6.96,    7.47,    7.25,   15.38,   12.90,    3.20,     314,     3.8,      87,      56,  257.24,
2027,2017-03-10,,   19.67,    13.2,    26.6,     7.6,    16.2,   0.000,    10.7,    10.6,    11.3,    10.8,    25.0,    16.4,    16.3,    18.9,    16.3,    14.3,     0.1,     0.1,     0.1,     0.1,     0.1,    6.88,    6.84,    7.16,    6.92,   15.47,   12.91,    3.19,      36,     1.4,      71,      55,  367.71,
2027,2017-03-11,,   20.07,    14.9,    23.9,    13.0,    18.1,   0.400,    14.9,    13.0,    14.8,    10.7,    25.3,    16.0,    15.9,    18.7,    16.4,    14.4,     0.0,     0.1,     0.1,     0.1,     0.1,    9.08,    8.05,    9.02,    6.89,   15.69,   12.93,    3.19,     289,     4.7,      46,      56,  294.68,
2027,2017-03-12,,   20.07,    14.0,    22.4,     9.2,    15.1,   0.000,    13.5,    12.2,    13.9,    10.9,    24.8,    15.5,    15.3,    18.0,    16.0,    14.4,     0.1,     0.1,     0.1,     0.1,     0.2,    8.32,    7.63,    8.49,    6.98,   15.37,   12.92,    3.20,      62,     3.6,      72,      55,  340.78,
2027,2017-03-13,,   20.07,     6.1,    14.8,     6.1,    10.7,   0.000,    12.3,    11.7,    13.1,    11.3,    24.6,    12.4,    12.3,    15.9,    15.2,    14.4,     0.1,     0.1,     0.1,     0.1,     0.2,    7.66,    7.36,    8.07,    7.16,   15.23,   12.89,    3.19,      30,     6.4,      88,      57,  159.43,
2027,2017-03-14,,   20.54,     6.5,     7.1,     4.9,     6.1,   0.470,    16.2,    14.1,    15.6,    11.0,    25.0,    10.4,    10.1,    13.5,    13.6,    14.2,     0.1,     0.1,     0.1,     0.1,     0.2,    9.80,    8.61,    9.43,    7.05,   15.46,   12.66,    3.18,      39,     5.3,      94,      57,   43.64,
